claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
42385,One Flew Over the Cuckoo's Nest received 0 Oscars.,Refuted,"[[[58692,68992,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",,42385,One Flew Over the Cuckoo's Nest received 0 Oscars.,Refuted,,,,,,
79875,Eric Church only sings gospel music.,Refuted,"[[[96857,110013,""Eric_Church"",0]]]",,79875,Eric Church only sings gospel music.,Refuted,,,,,,
68930,Heath Ledger aspired to be a doctor.,Refuted,"[[[85563,97871,""Heath_Ledger"",3]]]",,68930,Heath Ledger aspired to be a doctor.,Refuted,,,,,,
139849,Rage Against the Machine is a game.,Refuted,"[[[162905,177137,""Rage_Against_the_Machine"",0]]]",,139849,Rage Against the Machine is a game.,Refuted,,,,,,
45180,Dopamine causes neuromodulation.,Supported,"[[[61530,72038,""Neuromodulation"",3]]]",,45180,Dopamine causes neuromodulation.,Supported,,,,,,
70612,Sophia Bush was only in horror films.,Refuted,"[[[87285,99779,""Sophia_Bush"",2],[87285,99779,""John_Tucker_Must_Die"",0]]]",,70612,Sophia Bush was only in horror films.,Refuted,,,,,,
171490,Jiang Wen is a film actor.,Supported,"[[[197894,207821,""Jiang_Wen"",0]],[[197894,207822,""Jiang_Wen"",2]]]",,171490,Jiang Wen is a film actor.,Supported,,,,,,
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,"[[[217681,224172,""Asylum_Records"",0]]]",,186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,,,,,,
52556,Theresa May was elected as MP for a cat.,Refuted,"[[[68869,79684,""Theresa_May"",7]]]",,52556,Theresa May was elected as MP for a cat.,Refuted,,,,,,
86387,Fuller House (TV series) is in a genre.,Supported,"[[[103536,116953,""Fuller_House_-LRB-TV_series-RRB-"",0]]]",,86387,Fuller House (TV series) is in a genre.,Supported,,,,,,
63557,"Camden, New Jersey is the home of a school that was founded as the South Jersey Law School in 1920.",Refuted,"[[[79985,91755,""Camden,_New_Jersey"",40]]]",,63557,"Camden, New Jersey is the home of a school that was founded as the South Jersey Law School in 1920.",Refuted,,,,,,
91498,Tiber Oil Field is a landlocked oil field.,Supported,"[[[108840,122542,""Tiber_Oil_Field"",0]]]",,91498,Tiber Oil Field is a landlocked oil field.,Supported,,,,,,
80273,"In Kentucky, the electric chair has been retired except for those whose capital crimes were committed prior to March 31, 1998, and who elect electrocution.",Supported,"[[[97258,110441,""Electric_chair"",15]]]",,80273,"In Kentucky, the electric chair has been retired except for those whose capital crimes were committed prior to March 31, 1998, and who elect electrocution.",Supported,,,,,,
221148,Ted Cruz was miscarried.,Refuted,"[[[263328,261032,""Ted_Cruz"",0]],[[263328,261033,""Ted_Cruz"",1]],[[263328,261034,""Ted_Cruz"",4]],[[263328,261035,""Ted_Cruz"",5]],[[263328,261036,""Ted_Cruz"",8]],[[263328,261037,""Ted_Cruz"",9]],[[263328,261038,""Ted_Cruz"",10]],[[263328,261039,""Ted_Cruz"",13]],[[263328,261040,""Ted_Cruz"",14]],[[263328,261041,""Ted_Cruz"",15]],[[263328,261042,""Ted_Cruz"",16]],[[263328,261043,""Ted_Cruz"",17]],[[263328,261044,""Ted_Cruz"",20]],[[263328,261045,""Ted_Cruz"",21]],[[263328,261046,""Ted_Cruz"",24]],[[263328,261047,""Ted_Cruz"",25]],[[263328,261048,""Ted_Cruz"",26]]]",,221148,Ted Cruz was miscarried.,Refuted,,,,,,
146679,The Concert for Bangladesh generated lack of awareness and insignificant funds.,Refuted,"[[[170219,183778,""The_Concert_for_Bangladesh"",13]]]",,146679,The Concert for Bangladesh generated lack of awareness and insignificant funds.,Refuted,,,,,,
12488,John Goodman starred in 10 Cloverfield Lane.,Supported,"[[[27725,33960,""John_Goodman"",7],[27725,33960,""10_Cloverfield_Lane"",1]]]",,12488,John Goodman starred in 10 Cloverfield Lane.,Supported,,,,,,
192903,"""Love the Way You Lie"" is Eminem's worst-selling single.",Refuted,"[[[225836,230404,""Love_the_Way_You_Lie"",17]]]",,192903,"""Love the Way You Lie"" is Eminem's worst-selling single.",Refuted,,,,,,
105310,Jack Falahee is a person who acts.,Supported,"[[[123633,138050,""Jack_Falahee"",0]]]",,105310,Jack Falahee is a person who acts.,Supported,,,,,,
63313,Mars is in the Andromeda galaxy.,Refuted,"[[[79730,91473,""Mars"",0],[79730,91473,""Solar_System"",33]]]",,63313,Mars is in the Andromeda galaxy.,Refuted,,,,,,
195825,Jeong Hyeong-don's birth year is 1978.,Supported,"[[[230050,233807,""Jeong_Hyeong-don"",0]]]",,195825,Jeong Hyeong-don's birth year is 1978.,Supported,,,,,,
106600,Legendary Entertainment is a subsidiary of Warner Bros Pictures.,Refuted,"[[[125127,139461,""Legendary_Entertainment"",1]]]",,106600,Legendary Entertainment is a subsidiary of Warner Bros Pictures.,Refuted,,,,,,
132473,Psych takes place in the United States.,Supported,"[[[154895,169633,""Psych"",2],[154895,169633,""Santa_Barbara_Police_Department"",0]]]",,132473,Psych takes place in the United States.,Supported,,,,,,
97886,Penguin Books is a whore house.,Refuted,"[[[115516,129381,""Penguin_Books"",0]],[[115516,129382,""Penguin_Books"",7],[115516,129382,""Penguin_Random_House"",0]]]",,97886,Penguin Books is a whore house.,Refuted,,,,,,
115528,Shinji Mikami was the director of Resident Evil.,Supported,"[[[135613,150470,""Shinji_Mikami"",2]]]",,115528,Shinji Mikami was the director of Resident Evil.,Supported,,,,,,
183620,Finding Dory was directed.,Supported,"[[[213728,220887,""Finding_Dory"",1]],[[213730,220888,""Finding_Dory"",1]]]",,183620,Finding Dory was directed.,Supported,,,,,,
173506,Sancho Panza is a non-fiction character.,Refuted,"[[[200469,209973,""Sancho_Panza"",0]]]",,173506,Sancho Panza is a non-fiction character.,Refuted,,,,,,
179009,Steve Ditko has only ever studied at Emerson.,Refuted,"[[[207658,215887,""Steve_Ditko"",3]]]",,179009,Steve Ditko has only ever studied at Emerson.,Refuted,,,,,,
212190,Miracle at St. Anna is set primarily in France.,Refuted,"[[[251500,251342,""Miracle_at_St._Anna"",2]],[[251501,251343,""Miracle_at_St._Anna"",2],[251501,251343,""Tuscany"",0]],[[251526,251361,""Miracle_at_St._Anna"",2]]]",,212190,Miracle at St. Anna is set primarily in France.,Refuted,,,,,,
51126,"Prescott, Arizona is outside of Yavapai County.",Refuted,"[[[67469,78284,""Prescott,_Arizona"",0]]]",,51126,"Prescott, Arizona is outside of Yavapai County.",Refuted,,,,,,
2317,Edison Machine Works was set up to produce cups.,Refuted,"[[[18128,22285,""Edison_Machine_Works"",0]]]",,2317,Edison Machine Works was set up to produce cups.,Refuted,,,,,,
187796,The Sterile Cuckoo was directed by Martin Scorsese.,Refuted,"[[[219129,225230,""The_Sterile_Cuckoo"",3]]]",,187796,The Sterile Cuckoo was directed by Martin Scorsese.,Refuted,,,,,,
129753,Heavy Metal music is a genre of rock paintings.,Refuted,"[[[151957,166726,""Heavy_metal_music"",0]]]",,129753,Heavy Metal music is a genre of rock paintings.,Refuted,,,,,,
195491,William Howard Taft declined offers of appointment to a United States court in 1555.,Refuted,"[[[229675,233562,""William_Howard_Taft"",0]],[[229675,233563,""William_Howard_Taft"",5]]]",,195491,William Howard Taft declined offers of appointment to a United States court in 1555.,Refuted,,,,,,
183597,Finding Dory was directed by an American.,Supported,"[[[213712,220874,""Finding_Dory"",1],[213712,220874,""Andrew_Stanton"",0]]]",,183597,Finding Dory was directed by an American.,Supported,,,,,,
167977,"Don Bradman was called the ""greatest living Australian"" by a President.",Refuted,"[[[193394,203919,""Don_Bradman"",20]]]",,167977,"Don Bradman was called the ""greatest living Australian"" by a President.",Refuted,,,,,,
213930,"Gray Matter Interactive Studios, Inc. was acquired by Activision in January 2002.",Supported,"[[[253947,253739,""Gray_Matter_Interactive"",0]]]",,213930,"Gray Matter Interactive Studios, Inc. was acquired by Activision in January 2002.",Supported,,,,,,
112163,Knocked Up was released worldwide in 2003.,Refuted,"[[[131662,146476,""Knocked_Up"",0]],[[131662,146477,""Knocked_Up"",4]]]",,112163,Knocked Up was released worldwide in 2003.,Refuted,,,,,,
94414,Rupert Murdoch is powerless over News Corp.,Refuted,"[[[111856,125683,""Rupert_Murdoch"",3]],[[111856,125684,""Rupert_Murdoch"",12]],[[111856,125685,""Rupert_Murdoch"",14]]]",,94414,Rupert Murdoch is powerless over News Corp.,Refuted,,,,,,
38529,"The Bloods was founded in Los Angeles, Massachusetts.",Refuted,"[[[54736,64727,""Bloods"",0]]]",,38529,"The Bloods was founded in Los Angeles, Massachusetts.",Refuted,,,,,,
44396,Murda Beatz is a gospel record producer.,Refuted,"[[[60780,71262,""Murda_Beatz"",0]]]",,44396,Murda Beatz is a gospel record producer.,Refuted,,,,,,
14940,Knocked Up is a podcast.,Refuted,"[[[30228,36805,""Knocked_Up"",0]]]",,14940,Knocked Up is a podcast.,Refuted,,,,,,
199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,Refuted,"[[[235013,237771,""Sweet_Home_Alabama"",0]],[[235013,237772,""Sweet_Home_Alabama"",3]]]",,199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,Refuted,,,,,,
102161,Shannon Lee is not American.,Refuted,"[[[119970,134111,""Shannon_Lee"",0]]]",,102161,Shannon Lee is not American.,Refuted,,,,,,
175876,Chris Mullin has yet to play with a team based in Indianapolis.,Refuted,"[[[203636,212627,""Chris_Mullin_-LRB-basketball-RRB-"",11],[203636,212627,""Indiana_Pacers"",0]]]",,175876,Chris Mullin has yet to play with a team based in Indianapolis.,Refuted,,,,,,
205076,"The Little Prince (2015 film) is directed by an American film director, writer, producer and animator.",Supported,"[[[242299,243706,""The_Little_Prince_-LRB-2015_film-RRB-"",0],[242299,243706,""Mark_Osborne_-LRB-filmmaker-RRB-"",0]]]",,205076,"The Little Prince (2015 film) is directed by an American film director, writer, producer and animator.",Supported,,,,,,
161575,Baz Luhrmann's film Australia was only rejected to be starred in by Hugh Jackman.,Refuted,"[[[186128,198034,""Baz_Luhrmann"",2]]]",,161575,Baz Luhrmann's film Australia was only rejected to be starred in by Hugh Jackman.,Refuted,,,,,,
164093,There is a film called Annie.,Supported,"[[[296986,288697,""Annie_-LRB-2014_film-RRB-"",0]],[[296986,288698,""Annie_-LRB-2014_film-RRB-"",1]],[[296986,288699,""Annie_-LRB-2014_film-RRB-"",2]],[[296986,288700,""Annie_-LRB-2014_film-RRB-"",5]],[[296986,288701,""Annie_-LRB-2014_film-RRB-"",6]],[[298646,290104,""Annie_-LRB-2014_film-RRB-"",0]],[[300764,291860,""Annie_-LRB-2014_film-RRB-"",0]],[[300768,291863,""Annie_-LRB-2014_film-RRB-"",0]],[[344481,327994,""Annie_-LRB-2014_film-RRB-"",0]]]",,164093,There is a film called Annie.,Supported,,,,,,
37067,"Lee Daniels directed a film based on the novel ""Push.""",Supported,"[[[53274,63246,""Lee_Daniels"",1],[53274,63246,""Precious_-LRB-film-RRB-"",0]]]",,37067,"Lee Daniels directed a film based on the novel ""Push.""",Supported,,,,,,
92949,Bruce Shand's last names are Middleton Hope.,Refuted,"[[[110261,123876,""Bruce_Shand"",0]]]",,92949,Bruce Shand's last names are Middleton Hope.,Refuted,,,,,,
192789,A staging area is only an unused piece of land.,Refuted,"[[[225576,230197,""Staging_area"",0]],[[225576,230198,""Staging_area"",6]],[[225576,230199,""Staging_area"",11]],[[225576,230200,""Staging_area"",16]],[[225576,230201,""Staging_area"",21]],[[225576,230202,""Staging_area"",26]],[[225576,230203,""Staging_area"",30]],[[225576,230204,""Staging_area"",36]],[[225576,230205,""Staging_area"",27]],[[225576,230206,""Staging_area"",42]]]",,192789,A staging area is only an unused piece of land.,Refuted,,,,,,
101340,The Good Wife is not on network television.,Refuted,"[[[119091,133010,""The_Good_Wife"",0],[119091,133010,""CBS"",0]],[[119091,133011,""The_Good_Wife"",6],[119091,133011,""CBS"",0]],[[119091,133012,""The_Good_Wife"",13],[119091,133012,""CBS"",0]]]",,101340,The Good Wife is not on network television.,Refuted,,,,,,
59890,Natasha Lyonne was born in 1979.,Supported,"[[[76296,87593,""Natasha_Lyonne"",0]]]",,59890,Natasha Lyonne was born in 1979.,Supported,,,,,,
87109,Annette Badland was not part of the cast of Doctor Who.,Refuted,"[[[104271,117716,""Annette_Badland"",1]]]",,87109,Annette Badland was not part of the cast of Doctor Who.,Refuted,,,,,,
73295,Terry Crews played in the MLB.,Refuted,"[[[90068,102740,""Terry_Crews"",0]],[[90068,102741,""Terry_Crews"",9]]]",,73295,Terry Crews played in the MLB.,Refuted,,,,,,
57557,"The Independent Spirit Awards are held in Santa Monica, California.",Supported,"[[[73887,85121,""Independent_Spirit_Awards"",10]],[[73889,85122,""Independent_Spirit_Awards"",10]]]",,57557,"The Independent Spirit Awards are held in Santa Monica, California.",Supported,,,,,,
103167,The Love Club EP is the debut extended play by Banks.,Refuted,"[[[121135,135434,""The_Love_Club_EP"",0]]]",,103167,The Love Club EP is the debut extended play by Banks.,Refuted,,,,,,
46513,The filming of Dilwale Dulhania Le Jayenge finished in August 1995.,Supported,"[[[62836,73489,""Dilwale_Dulhania_Le_Jayenge"",4]]]",,46513,The filming of Dilwale Dulhania Le Jayenge finished in August 1995.,Supported,,,,,,
55426,Firefox is a computer game.,Refuted,"[[[71795,82793,""Firefox"",0],[71795,82793,""Web_browser"",0]],[[71796,82794,""Firefox"",0]]]",,55426,Firefox is a computer game.,Refuted,,,,,,
133564,"The Siege of Fort Stanwix began on August 2, 1777.",Supported,"[[[156104,170732,""Siege_of_Fort_Stanwix"",0]]]",,133564,"The Siege of Fort Stanwix began on August 2, 1777.",Supported,,,,,,
57388,"Nymphomaniac (film) is the third installment in the unofficially titled ""Depression Trilogy"".",Supported,"[[[73730,84976,""Nymphomaniac_-LRB-film-RRB-"",13]]]",,57388,"Nymphomaniac (film) is the third installment in the unofficially titled ""Depression Trilogy"".",Supported,,,,,,
16482,The Vandals established kingdoms.,Supported,"[[[31869,38680,""Vandals"",0]]]",,16482,The Vandals established kingdoms.,Supported,,,,,,
123956,Homo sapiens live on a planet.,Supported,"[[[145476,160472,""Homo_sapiens"",3]]]",,123956,Homo sapiens live on a planet.,Supported,,,,,,
79711,The Hunger Games' second film is Catching Fire in 2013.,Supported,"[[[96687,109842,""The_Hunger_Games_-LRB-film_series-RRB-"",0],[96687,109842,""The_Hunger_Games_-LRB-film-RRB-"",24]]]",,79711,The Hunger Games' second film is Catching Fire in 2013.,Supported,,,,,,
55294,House is an American medical drama.,Supported,"[[[71653,82637,""House_-LRB-TV_series-RRB-"",0]]]",,55294,House is an American medical drama.,Supported,,,,,,
103863,Trace Cyrus is a sibling of Noah Cyrus.,Supported,"[[[121933,136226,""Noah_Cyrus"",4]],[[121934,136227,""Noah_Cyrus"",4]],[[121935,136228,""Noah_Cyrus"",4]],[[121955,136245,""Noah_Cyrus"",4]]]",,103863,Trace Cyrus is a sibling of Noah Cyrus.,Supported,,,,,,
210206,GLOW (TV series) is incapable of being released.,Supported,"[[[249034,249057,""GLOW_-LRB-TV_series-RRB-"",3]]]",,210206,GLOW (TV series) is incapable of being released.,Supported,,,,,,
121260,The Burj Khalifa contains 77 elevators.,Refuted,"[[[142395,157591,""Burj_Khalifa"",20]]]",,121260,The Burj Khalifa contains 77 elevators.,Refuted,,,,,,
57611,West Ham United F.C. was founded in this century.,Refuted,"[[[73939,85176,""West_Ham_United_F.C."",5]]]",,57611,West Ham United F.C. was founded in this century.,Refuted,,,,,,
126740,Malta claims to be the historical Melita where Paul the Apostle was shipwrecked.,Supported,"[[[34691,42064,""Malta"",17]]]",,126740,Malta claims to be the historical Melita where Paul the Apostle was shipwrecked.,Supported,,,,,,
92638,The Premier League Asia Trophy was formerly called the World Cup.,Refuted,"[[[109957,123569,""Premier_League_Asia_Trophy"",0]]]",,92638,The Premier League Asia Trophy was formerly called the World Cup.,Refuted,,,,,,
140764,Janet Leigh was incapable of writing.,Refuted,"[[[291669,284579,""Janet_Leigh"",0]],[[291669,284580,""Janet_Leigh"",12]],[[293770,286206,""Janet_Leigh"",0]],[[293770,286207,""Janet_Leigh"",12]],[[293772,286208,""Janet_Leigh"",0]],[[293774,286210,""Janet_Leigh"",0]],[[338247,323476,""Janet_Leigh"",0]]]",,140764,Janet Leigh was incapable of writing.,Refuted,,,,,,
225814,Chinatown is a 1974 Chevy.,Refuted,"[[[269188,265575,""Chinatown_-LRB-1974_film-RRB-"",0]]]",,225814,Chinatown is a 1974 Chevy.,Refuted,,,,,,
91315,Sayyeshaa has yet to appear in a Bollywood film.,Refuted,"[[[108650,122329,""Sayyeshaa"",1]],[[108652,122331,""Sayyeshaa"",0],[108652,122331,""Bollywood"",0]]]",,91315,Sayyeshaa has yet to appear in a Bollywood film.,Refuted,,,,,,
24345,Jed Whedon is the son of someone born in August.,Supported,"[[[40283,48461,""Jed_Whedon"",0],[40283,48461,""Tom_Whedon"",0]]]",,24345,Jed Whedon is the son of someone born in August.,Supported,,,,,,
130683,SpongeBob SquarePants is not a media franchise.,Refuted,"[[[152945,167710,""SpongeBob_SquarePants"",0]]]",,130683,SpongeBob SquarePants is not a media franchise.,Refuted,,,,,,
150834,Tool has not produced albums.,Refuted,"[[[174637,187798,""Tool_-LRB-band-RRB-"",3]]]",,150834,Tool has not produced albums.,Refuted,,,,,,
70164,Ekta Kapoor is a producer of an Indian soap opera.,Supported,"[[[86831,99290,""Ekta_Kapoor"",0],[86831,99290,""Ekta_Kapoor"",7]]]",,70164,Ekta Kapoor is a producer of an Indian soap opera.,Supported,,,,,,
97057,Bhagat Singh was not a socialist revolutionary.,Refuted,"[[[114638,128383,""Bhagat_Singh"",0]]]",,97057,Bhagat Singh was not a socialist revolutionary.,Refuted,,,,,,
157641,Janet Leigh was incapable of acting.,Refuted,"[[[181861,194126,""Janet_Leigh"",1]],[[181861,194127,""Janet_Leigh"",0]]]",,157641,Janet Leigh was incapable of acting.,Refuted,,,,,,
23080,Exit the King is a drama.,Supported,"[[[39052,47040,""Exit_the_King"",0]]]",,23080,Exit the King is a drama.,Supported,,,,,,
9235,Wilhelmina Slater is portrayed in a period romance television series.,Supported,"[[[14824,18453,""Wilhelmina_Slater"",0],[14824,18453,""Ugly_Betty"",0]]]",,9235,Wilhelmina Slater is portrayed in a period romance television series.,Supported,,,,,,
220963,The Group of 15 is only comprised of European countries.,Refuted,"[[[263071,260859,""Group_of_15"",4]],[[263071,260860,""Group_of_15"",1]]]",,220963,The Group of 15 is only comprised of European countries.,Refuted,,,,,,
45384,The ABC islands are part of the Arctic Ocean.,Refuted,"[[[61723,72203,""ABC_islands_-LRB-Lesser_Antilles-RRB-"",0],[61723,72203,""Caribbean_Sea"",0]]]",,45384,The ABC islands are part of the Arctic Ocean.,Refuted,,,,,,
129878,Little Dorrit was originally published in its entirety.,Refuted,"[[[152091,166858,""Little_Dorrit"",0]]]",,129878,Little Dorrit was originally published in its entirety.,Refuted,,,,,,
21483,Jack Lowden is incapable of being in films.,Refuted,"[[[37264,45102,""Jack_Lowden"",0]],[[37264,45103,""Jack_Lowden"",1]],[[37264,45104,""Jack_Lowden"",9]],[[37264,45105,""Jack_Lowden"",12]]]",,21483,Jack Lowden is incapable of being in films.,Refuted,,,,,,
161780,Planet Hollywood Las Vegas is operated by an Armenian gaming corporation.,Refuted,"[[[186303,198134,""Planet_Hollywood_Las_Vegas"",1],[186303,198134,""Caesars_Entertainment_Corporation"",0]]]",,161780,Planet Hollywood Las Vegas is operated by an Armenian gaming corporation.,Refuted,,,,,,
181982,Forceps are a tool.,Supported,"[[[211590,219257,""Forceps"",0]],[[211591,219258,""Forceps"",0]],[[211595,219260,""Forceps"",0]]]",,181982,Forceps are a tool.,Supported,,,,,,
18159,The United States dollar is the sole currency in China.,Refuted,"[[[33695,40862,""United_States_dollar"",72]]]",,18159,The United States dollar is the sole currency in China.,Refuted,,,,,,
87713,Boylston station had service from Tremont Street Subway.,Supported,"[[[104921,118344,""Tremont_Street_Subway"",5]]]",,87713,Boylston station had service from Tremont Street Subway.,Supported,,,,,,
145533,Estonia is a place.,Supported,"[[[168856,182561,""Estonia"",0]],[[168856,182562,""Estonia"",3]],[[168856,182563,""Estonia"",6]],[[168856,182564,""Estonia"",20]]]",,145533,Estonia is a place.,Supported,,,,,,
216358,The Chagatai language has no speakers.,Refuted,"[[[257066,256123,""Chagatai_language"",1]],[[257066,256124,""Chagatai_language"",0]]]",,216358,The Chagatai language has no speakers.,Refuted,,,,,,
106144,Agent Raghav – Crime Branch bought Best Weekend Show.,Refuted,"[[[124598,138932,""Agent_Raghav_\u2013_Crime_Branch"",2]]]",,106144,Agent Raghav – Crime Branch bought Best Weekend Show.,Refuted,,,,,,
43564,PacSun sells products designed for young adults.,Supported,"[[[133425,148292,""PacSun"",1]],[[133426,148293,""PacSun"",1]],[[133427,148294,""PacSun"",1]],[[309250,299497,""PacSun"",1]]]",,43564,PacSun sells products designed for young adults.,Supported,,,,,,
124881,Elizabeth Olsen refuses to act.,Refuted,"[[[146505,161485,""Elizabeth_Olsen"",1],[146505,161485,""Godzilla_-LRB-2014_film-RRB-"",2],[146505,161485,""Liberal_Arts_-LRB-film-RRB-"",1]],[[146505,161486,""Elizabeth_Olsen"",2],[146505,161486,""Martha_Marcy_May_Marlene"",0]]]",,124881,Elizabeth Olsen refuses to act.,Refuted,,,,,,
33839,Hindu Kush is a romance movie.,Refuted,"[[[49951,59452,""Hindu_Kush"",0]]]",,33839,Hindu Kush is a romance movie.,Refuted,,,,,,
57027,SpongeBob SquarePants is the most distributed property of ABC Family.,Refuted,"[[[73361,84580,""SpongeBob_SquarePants"",2]]]",,57027,SpongeBob SquarePants is the most distributed property of ABC Family.,Refuted,,,,,,
71815,Ed and Lorraine Warren were authors.,Supported,"[[[88514,101130,""Ed_and_Lorraine_Warren"",6]],[[88514,101131,""Ed_and_Lorraine_Warren"",1],[88514,101131,""Ed_and_Lorraine_Warren"",2]]]",,71815,Ed and Lorraine Warren were authors.,Supported,,,,,,
192966,Roland Emmerich is an inactive campaigner.,Refuted,"[[[225915,230488,""Roland_Emmerich"",3]]]",,192966,Roland Emmerich is an inactive campaigner.,Refuted,,,,,,
48328,Antigua is an airport.,Refuted,"[[[64690,75511,""Antigua"",0]]]",,48328,Antigua is an airport.,Refuted,,,,,,
166841,Drake Bell has yet to release anything.,Refuted,"[[[191969,202732,""Drake_Bell"",13]],[[191969,202733,""Drake_Bell"",16]],[[191969,202734,""Drake_Bell"",18]],[[191969,202735,""Drake_Bell"",19]],[[191970,202736,""Drake_Bell"",13]],[[191970,202737,""Drake_Bell"",16]],[[191970,202738,""Drake_Bell"",18]],[[191970,202739,""Drake_Bell"",19]]]",,166841,Drake Bell has yet to release anything.,Refuted,,,,,,
194472,Tilda Swinton is only a lawyer.,Refuted,"[[[227782,232143,""Tilda_Swinton"",0]]]",,194472,Tilda Swinton is only a lawyer.,Refuted,,,,,,
166485,Roswell was by Jason Katims.,Supported,"[[[191472,202327,""Roswell_-LRB-TV_series-RRB-"",0]]]",,166485,Roswell was by Jason Katims.,Supported,,,,,,
37282,Stan Beeman is in a show.,Supported,"[[[53500,63498,""Stan_Beeman"",0]]]",,37282,Stan Beeman is in a show.,Supported,,,,,,
115632,Advertising is a type of message.,Supported,"[[[135732,150583,""Advertising"",0]],[[135733,150584,""Advertising"",0]],[[135733,150585,""Advertising"",3]]]",,115632,Advertising is a type of message.,Supported,,,,,,
173930,Journalist Lynn Barber created An Education.,Supported,"[[[201012,210466,""An_Education"",0]]]",,173930,Journalist Lynn Barber created An Education.,Supported,,,,,,
168538,Rick Yune has only ever been in cinematic film.,Refuted,"[[[194111,204519,""Rick_Yune"",2]]]",,168538,Rick Yune has only ever been in cinematic film.,Refuted,,,,,,
180706,Cary Elwes is Irish.,Refuted,"[[[209740,217529,""Cary_Elwes"",0]]]",,180706,Cary Elwes is Irish.,Refuted,,,,,,
39437,Taran Killam is an American writer.,Supported,"[[[55738,65784,""Taran_Killam"",0]]]",,39437,Taran Killam is an American writer.,Supported,,,,,,
194469,Tilda Swinton is only Scottish.,Refuted,"[[[227777,232138,""Tilda_Swinton"",0]]]",,194469,Tilda Swinton is only Scottish.,Refuted,,,,,,
42841,Leonard Nimoy narrated a game.,Supported,"[[[59145,69488,""Leonard_Nimoy"",10],[59145,69488,""Civilization_IV"",0]]]",,42841,Leonard Nimoy narrated a game.,Supported,,,,,,
34774,Awkward Black Girl is an American comedy web series on YouTube.,Supported,"[[[50951,60688,""Awkward_Black_Girl"",1]],[[50951,60689,""Awkward_Black_Girl"",0]]]",,34774,Awkward Black Girl is an American comedy web series on YouTube.,Supported,,,,,,
185169,You Only Live Twice is the first Bond film directed by Lewis Gilbert.,Supported,"[[[215773,222556,""You_Only_Live_Twice_-LRB-film-RRB-"",12]]]",,185169,You Only Live Twice is the first Bond film directed by Lewis Gilbert.,Supported,,,,,,
96963,Gray Matters was directed by Sue Kramer in 2001.,Refuted,"[[[114544,128304,""Gray_Matters"",0]]]",,96963,Gray Matters was directed by Sue Kramer in 2001.,Refuted,,,,,,
215125,Private Lives is a tragedy of manners by Noel Coward.,Refuted,"[[[255476,254928,""Private_Lives"",0]],[[255477,254929,""Private_Lives"",0]]]",,215125,Private Lives is a tragedy of manners by Noel Coward.,Refuted,,,,,,
37326,SummerSlam was held in 2001.,Refuted,"[[[53525,63524,""SummerSlam_-LRB-2015-RRB-"",1]]]",,37326,SummerSlam was held in 2001.,Refuted,,,,,,
83505,The Hit was released on DVD in 2009.,Supported,"[[[100557,113854,""The_Hit_-LRB-1984_film-RRB-"",6]]]",,83505,The Hit was released on DVD in 2009.,Supported,,,,,,
72079,Psych takes place in California.,Supported,"[[[88769,101399,""Psych"",2],[88769,101399,""Santa_Barbara_Police_Department"",0]]]",,72079,Psych takes place in California.,Supported,,,,,,
1370,Gotham premiered on Fox in 2014.,Supported,"[[[17030,21097,""Gotham_-LRB-TV_series-RRB-"",7]]]",,1370,Gotham premiered on Fox in 2014.,Supported,,,,,,
205660,St. Anger was only released by Capitol Records.,Refuted,"[[[243008,244294,""St._Anger"",0]],[[243008,244295,""St._Anger"",1]]]",,205660,St. Anger was only released by Capitol Records.,Refuted,,,,,,
38384,Aphrodite is American.,Refuted,"[[[54606,64602,""Aphrodite"",0]]]",,38384,Aphrodite is American.,Refuted,,,,,,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,,,,,,
100145,The Silver Surfer appears only in Icelandic comic books.,Refuted,"[[[117795,131696,""Silver_Surfer"",0],[117795,131696,""Silver_Surfer"",1]]]",,100145,The Silver Surfer appears only in Icelandic comic books.,Refuted,,,,,,
46165,Sidse Babett Knudsen works in television.,Supported,"[[[62501,73123,""Sidse_Babett_Knudsen"",0]]]",,46165,Sidse Babett Knudsen works in television.,Supported,,,,,,
155357,The Beverly Hillbillies ranked as the number one restaurant in America.,Refuted,"[[[179421,191982,""The_Beverly_Hillbillies"",0]],[[179421,191983,""The_Beverly_Hillbillies"",1],[179421,191983,""Ensemble_cast"",0]],[[179421,191984,""The_Beverly_Hillbillies"",2]],[[179421,191985,""The_Beverly_Hillbillies"",6]],[[179421,191986,""The_Beverly_Hillbillies"",8]]]",,155357,The Beverly Hillbillies ranked as the number one restaurant in America.,Refuted,,,,,,
31676,Jed Whedon is the son of a Carpenter.,Refuted,"[[[47807,57069,""Jed_Whedon"",0]]]",,31676,Jed Whedon is the son of a Carpenter.,Refuted,,,,,,
