claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
13515,Petyr Baelish is created by an American author George R.R. Martin.,Supported,"[[[28760,35103,""Petyr_Baelish"",0]]]",,13515,Petyr Baelish is created by an American author George R.R. Martin.,Supported,,,,,,
165890,"Alice Cooper was born on February 4th, 1948.",Supported,"[[[190752,201716,""Alice_Cooper"",0]]]",,165890,"Alice Cooper was born on February 4th, 1948.",Supported,,,,,,
138758,I Kissed a Girl was only recorded by Donald Trump.,Refuted,"[[[291416,284347,""I_Kissed_a_Girl"",0]],[[293542,286044,""I_Kissed_a_Girl"",0]],[[337541,322904,""I_Kissed_a_Girl"",0]],[[337545,322907,""I_Kissed_a_Girl"",0]],[[337546,322908,""I_Kissed_a_Girl"",0]],[[337553,322919,""I_Kissed_a_Girl"",0]]]",,138758,I Kissed a Girl was only recorded by Donald Trump.,Refuted,,,,,,
134126,Jason Bourne removed Riz Ahmed from the movie's cast.,Refuted,"[[[156665,171278,""Jason_Bourne_-LRB-film-RRB-"",6]]]",,134126,Jason Bourne removed Riz Ahmed from the movie's cast.,Refuted,,,,,,
61989,Rupert Murdoch has worked since at least 1354.,Refuted,"[[[78465,90002,""Rupert_Murdoch"",0]]]",,61989,Rupert Murdoch has worked since at least 1354.,Refuted,,,,,,
204557,Commodore is only a land rank.,Refuted,"[[[241566,243106,""Commodore_-LRB-rank-RRB-"",0]],[[241568,243108,""Commodore_-LRB-rank-RRB-"",0]]]",,204557,Commodore is only a land rank.,Refuted,,,,,,
16646,Andrew Moray led an uprising against occupation in 1297.,Supported,"[[[32030,38888,""Andrew_Moray"",1]]]",,16646,Andrew Moray led an uprising against occupation in 1297.,Supported,,,,,,
60425,Salman Rushdie was a winner of the Booker Prize.,Supported,"[[[76874,88253,""Salman_Rushdie"",1]]]",,60425,Salman Rushdie was a winner of the Booker Prize.,Supported,,,,,,
142490,"Benjamin Franklin finished college on April 17th, 1790.",Refuted,"[[[291888,284760,""Benjamin_Franklin"",0]],[[291889,284761,""Benjamin_Franklin"",0]],[[338621,323715,""Benjamin_Franklin"",0]],[[338623,323718,""Benjamin_Franklin"",0]]]",,142490,"Benjamin Franklin finished college on April 17th, 1790.",Refuted,,,,,,
19484,The Vandals established kingdoms in the 8th century.,Refuted,"[[[35289,42780,""Vandals"",0]]]",,19484,The Vandals established kingdoms in the 8th century.,Refuted,,,,,,
156656,Melilla shares a border with a country.,Supported,"[[[180745,193142,""Melilla"",0]]]",,156656,Melilla shares a border with a country.,Supported,,,,,,
13894,English people are descended from the Angles.,Supported,"[[[29166,35589,""English_people"",6]]]",,13894,English people are descended from the Angles.,Supported,,,,,,
175436,A manga series illustrated by Takeshi Obata is the basis for the Japanese television drama series Death Note.,Supported,"[[[202953,212093,""Death_Note_-LRB-2015_TV_series-RRB-"",0]]]",,175436,A manga series illustrated by Takeshi Obata is the basis for the Japanese television drama series Death Note.,Supported,,,,,,
94918,Helmand Province is in Iraq.,Refuted,"[[[112386,126232,""Helmand_Province"",0]]]",,94918,Helmand Province is in Iraq.,Refuted,,,,,,
81007,Touchscreens are used in tablet gaming computers.,Supported,"[[[98021,111156,""Touchscreen"",9],[98021,111156,""Video_game_console"",0]]]",,81007,Touchscreens are used in tablet gaming computers.,Supported,,,,,,
110635,A French business publishes Michelin Guides.,Supported,"[[[129822,144529,""Michelin_Guide"",3],[129822,144529,""Michelin"",0]],[[129823,144530,""Michelin_Guide"",3],[129823,144530,""Michelin"",0]],[[129824,144531,""Michelin_Guide"",3],[129824,144531,""Michelin"",0]],[[129825,144532,""Michelin_Guide"",3],[129825,144532,""Michelin"",0]]]",,110635,A French business publishes Michelin Guides.,Supported,,,,,,
196757,Marnie was exclusively directed by a woman.,Refuted,"[[[231198,234721,""Marnie_-LRB-film-RRB-"",0],[231198,234721,""Alfred_Hitchcock"",0],[231198,234721,""Alfred_Hitchcock"",1],[231198,234721,""Alfred_Hitchcock"",6]]]",,196757,Marnie was exclusively directed by a woman.,Refuted,,,,,,
155989,Scaramouche is a stock character of a horse.,Refuted,"[[[180044,192564,""Scaramouche"",0]]]",,155989,Scaramouche is a stock character of a horse.,Refuted,,,,,,
44347,Duff McKagan was born in May of 1964.,Refuted,"[[[60738,71225,""Duff_McKagan"",0]]]",,44347,Duff McKagan was born in May of 1964.,Refuted,,,,,,
199263,Prince Charles and Lady Diana's wedding anniversary was a traditional wedding service.,Supported,"[[[234309,237215,""Wedding_of_Charles,_Prince_of_Wales,_and_Lady_Diana_Spencer"",1]]]",,199263,Prince Charles and Lady Diana's wedding anniversary was a traditional wedding service.,Supported,,,,,,
140032,Georges Gilles de la Tourette failed to describe symptoms in nine patients.,Refuted,"[[[163001,177221,""Georges_Gilles_de_la_Tourette"",11]]]",,140032,Georges Gilles de la Tourette failed to describe symptoms in nine patients.,Refuted,,,,,,
24479,Charles de Gaulle was a leader in the French Resistance.,Supported,"[[[40419,48636,""Charles_de_Gaulle"",12]]]",,24479,Charles de Gaulle was a leader in the French Resistance.,Supported,,,,,,
154859,George III of the United Kingdom did not experience Great Britain as a dominant European power.,Refuted,"[[[178918,191460,""George_III_of_the_United_Kingdom"",6]]]",,154859,George III of the United Kingdom did not experience Great Britain as a dominant European power.,Refuted,,,,,,
192858,Ian Brennan only works in mining.,Refuted,"[[[225673,230287,""Ian_Brennan_-LRB-writer-RRB-"",0]]]",,192858,Ian Brennan only works in mining.,Refuted,,,,,,
227362,Giada at Home was only available on DVD.,Refuted,"[[[271152,267092,""Giada_at_Home"",1],[271152,267092,""Food_Network"",0]]]",,227362,Giada at Home was only available on DVD.,Refuted,,,,,,
3119,The University of Illinois at Chicago is located in Jamaica.,Refuted,"[[[19043,23344,""University_of_Illinois_at_Chicago"",0]]]",,3119,The University of Illinois at Chicago is located in Jamaica.,Refuted,,,,,,
184049,Kenneth Lonergan is a songwriter.,Refuted,"[[[214248,221325,""Kenneth_Lonergan"",0]]]",,184049,Kenneth Lonergan is a songwriter.,Refuted,,,,,,
64910,James Brolin has never appeared in television.,Refuted,"[[[81380,93164,""James_Brolin"",0]]]",,64910,James Brolin has never appeared in television.,Refuted,,,,,,
137416,Arizona is a part of France.,Refuted,"[[[160200,174721,""Arizona"",0]],[[160200,174723,""Arizona"",2],[160200,174723,""List_of_U.S._states_and_territories_by_area"",0]],[[160200,174725,""Arizona"",1],[160200,174725,""Mountain_States"",6]],[[160200,174726,""Arizona"",3],[160200,174726,""Phoenix,_Arizona"",0]],[[160200,174727,""Arizona"",4]],[[160200,174728,""Arizona"",5],[160200,174728,""California"",0],[160200,174728,""Colorado"",0]],[[160200,174729,""Arizona"",6],[160200,174729,""Baja_California"",0],[160200,174729,""California"",0],[160200,174729,""Mexico"",0]],[[160200,174730,""Arizona"",9],[160200,174730,""Contiguous_United_States"",0]],[[160200,174731,""Arizona"",15]],[[160200,174732,""Arizona"",16],[160200,174732,""Northern_Arizona"",0]],[[160200,174733,""Arizona"",17],[160200,174733,""Alpine,_Arizona"",0]],[[160200,174734,""Arizona"",18],[160200,174734,""Grand_Canyon"",0]],[[160200,174735,""Arizona"",21]]]",,137416,Arizona is a part of France.,Refuted,,,,,,
153836,Camp Flog Gnaw is barred from being a carnival.,Refuted,"[[[41541,49950,""Camp_Flog_Gnaw"",0]]]",,153836,Camp Flog Gnaw is barred from being a carnival.,Refuted,,,,,,
134387,2016 Tour de France was not won by Chris Froome.,Supported,"[[[156947,171508,""2016_Tour_de_France"",2]]]",,134387,2016 Tour de France was not won by Chris Froome.,Supported,,,,,,
176628,Great white sharks prefer humans as prey.,Refuted,"[[[204607,213351,""Great_white_shark"",10]]]",,176628,Great white sharks prefer humans as prey.,Refuted,,,,,,
10650,Rehab is Amy Winehouse's signature song.,Supported,"[[[21375,26267,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[23013,28357,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[24145,29873,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[301572,292680,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]]]",,10650,Rehab is Amy Winehouse's signature song.,Supported,,,,,,
142462,"During the Battle of France, English forces occupied Paris.",Supported,"[[[165528,179565,""Battle_of_France"",13]]]",,142462,"During the Battle of France, English forces occupied Paris.",Supported,,,,,,
47228,Chris Bosh played with the basketball team in Miami.,Supported,"[[[63534,74286,""Chris_Bosh"",0]]]",,47228,Chris Bosh played with the basketball team in Miami.,Supported,,,,,,
148779,The Challenge XXX: Dirty 30 is a season of an Australian TV show.,Refuted,"[[[172445,185753,""The_Challenge_XXX-COLON-_Dirty_30"",0],[172445,185753,""MTV"",0]]]",,148779,The Challenge XXX: Dirty 30 is a season of an Australian TV show.,Refuted,,,,,,
119515,Cars 3 is a computer animated prototype.,Refuted,"[[[140445,155510,""Cars_3"",0]],[[140445,155511,""Cars_3"",3]]]",,119515,Cars 3 is a computer animated prototype.,Refuted,,,,,,
18051,Kate Walsh has yet to appear on an ABC television drama.,Refuted,"[[[33573,40735,""Kate_Walsh_-LRB-actress-RRB-"",1]]]",,18051,Kate Walsh has yet to appear on an ABC television drama.,Refuted,,,,,,
67818,"On January 5, 1998, Sonny Bono perished.",Refuted,"[[[84410,96580,""Sonny_Bono"",0]]]",,67818,"On January 5, 1998, Sonny Bono perished.",Refuted,,,,,,
13688,Salt River Valley is on the Mississippi River.,Refuted,"[[[29006,35382,""Salt_River_Valley"",0]]]",,13688,Salt River Valley is on the Mississippi River.,Refuted,,,,,,
113467,Telemundo is incapable of being an American television network.,Refuted,"[[[133451,148316,""Telemundo"",0]],[[133452,148317,""Telemundo"",0]],[[133453,148318,""Telemundo"",0]],[[133454,148319,""Telemundo"",0]],[[133455,148320,""Telemundo"",0]],[[133456,148321,""Telemundo"",0]],[[133457,148322,""Telemundo"",0]],[[133458,148323,""Telemundo"",0]],[[133459,148324,""Telemundo"",0]],[[133460,148325,""Telemundo"",0]],[[133461,148326,""Telemundo"",0]],[[133462,148327,""Telemundo"",0]],[[133463,148328,""Telemundo"",0]],[[133464,148329,""Telemundo"",0]],[[133465,148330,""Telemundo"",0]],[[133466,148331,""Telemundo"",0]],[[133467,148332,""Telemundo"",0]]]",,113467,Telemundo is incapable of being an American television network.,Refuted,,,,,,
186941,Cher was released only by Sony Music.,Refuted,"[[[218110,224490,""Cher_-LRB-1987_album-RRB-"",0]]]",,186941,Cher was released only by Sony Music.,Refuted,,,,,,
207332,Military deception is a form of disinformation.,Supported,"[[[245180,246061,""Military_deception"",2]]]",,207332,Military deception is a form of disinformation.,Supported,,,,,,
164896,Hezbollah received a type of support from Syria.,Supported,"[[[189648,200889,""Hezbollah"",17]],[[189650,200891,""Hezbollah"",17]]]",,164896,Hezbollah received a type of support from Syria.,Supported,,,,,,
160864,"Frequently, French Indochina is abbreviated.",Supported,"[[[185389,197163,""French_Indochina"",0]]]",,160864,"Frequently, French Indochina is abbreviated.",Supported,,,,,,
157273,Salman Rushdie was accused of plagiarizing a 1981 novel.,Refuted,"[[[181431,193692,""Salman_Rushdie"",1]],[[181432,193693,""Salman_Rushdie"",1]]]",,157273,Salman Rushdie was accused of plagiarizing a 1981 novel.,Refuted,,,,,,
168041,Larry Wilmore is Canadian.,Refuted,"[[[193467,203968,""Larry_Wilmore"",0]]]",,168041,Larry Wilmore is Canadian.,Refuted,,,,,,
98274,"Pink was born on September 4, 1970.",Refuted,"[[[115901,129779,""Pink_-LRB-singer-RRB-"",0]]]",,98274,"Pink was born on September 4, 1970.",Refuted,,,,,,
69238,No Country for Old Men is a drama.,Refuted,"[[[85924,98224,""No_Country_for_Old_Men_-LRB-film-RRB-"",0]]]",,69238,No Country for Old Men is a drama.,Refuted,,,,,,
118481,Some Kentucky inmates are executed by lethal injection instead of the electric chair.,Supported,"[[[138999,154074,""Electric_chair"",15]]]",,118481,Some Kentucky inmates are executed by lethal injection instead of the electric chair.,Supported,,,,,,
221245,"The Block (album)'s single was released on November 18, 2008.",Refuted,"[[[263461,261133,""The_Block_-LRB-album-RRB-"",6]],[[263461,261134,""The_Block_-LRB-album-RRB-"",7]]]",,221245,"The Block (album)'s single was released on November 18, 2008.",Refuted,,,,,,
190153,In 1995 Oscar de la Hoya was named Fighter of the Year.,Supported,"[[[222205,227586,""Oscar_De_La_Hoya"",7]]]",,190153,In 1995 Oscar de la Hoya was named Fighter of the Year.,Supported,,,,,,
182282,Saturn Corporation is a subsidiary of no other entities.,Refuted,"[[[211989,219594,""Saturn_Corporation"",0]]]",,182282,Saturn Corporation is a subsidiary of no other entities.,Refuted,,,,,,
129066,Dev Patel has not worked with Neill Blomkamp.,Supported,"[[[151143,165956,""Dev_Patel"",5],[151143,165956,""Chappie_-LRB-film-RRB-"",0]]]",,129066,Dev Patel has not worked with Neill Blomkamp.,Supported,,,,,,
39171,Brazzers is based in Canada.,Supported,"[[[55396,65454,""Brazzers"",0]]]",,39171,Brazzers is based in Canada.,Supported,,,,,,
171496,Jiang Wen is exclusively American.,Refuted,"[[[197904,207833,""Jiang_Wen"",0]]]",,171496,Jiang Wen is exclusively American.,Refuted,,,,,,
194753,L. Ron Hubbard spent the remaining years of his life on a ranch.,Supported,"[[[228177,232422,""L._Ron_Hubbard"",29]]]",,194753,L. Ron Hubbard spent the remaining years of his life on a ranch.,Supported,,,,,,
122767,T2 Trainspotting is set in and around Dundee.,Refuted,"[[[144139,159197,""T2_Trainspotting"",0]],[[144141,159198,""T2_Trainspotting"",0]],[[144142,159199,""T2_Trainspotting"",0]],[[144155,159207,""T2_Trainspotting"",0]]]",,122767,T2 Trainspotting is set in and around Dundee.,Refuted,,,,,,
127098,MSG has a bitter taste.,Refuted,"[[[148950,163984,""Monosodium_glutamate"",4],[148950,163984,""Umami"",0]]]",,127098,MSG has a bitter taste.,Refuted,,,,,,
2374,Anthony Scaramucci is not a political figure.,Refuted,"[[[18190,22345,""Anthony_Scaramucci"",0]],[[18190,22346,""Anthony_Scaramucci"",3]]]",,2374,Anthony Scaramucci is not a political figure.,Refuted,,,,,,
193893,Bea Arthur's birth name was Bea Arthur.,Refuted,"[[[227051,231473,""Bea_Arthur"",0]]]",,193893,Bea Arthur's birth name was Bea Arthur.,Refuted,,,,,,
193884,Bea Arthur was born in 1922.,Supported,"[[[227043,231469,""Bea_Arthur"",0]],[[227044,231470,""Bea_Arthur"",0]]]",,193884,Bea Arthur was born in 1922.,Supported,,,,,,
185736,Mani Ratnam is given credit by many people for changing the profile of Indian cinema.,Supported,"[[[216570,223271,""Mani_Ratnam"",1]]]",,185736,Mani Ratnam is given credit by many people for changing the profile of Indian cinema.,Supported,,,,,,
182043,The Fly is exclusively a novel.,Refuted,"[[[211668,219339,""The_Fly_-LRB-1986_film-RRB-"",0]]]",,182043,The Fly is exclusively a novel.,Refuted,,,,,,
186591,Asylum Records is a record label founded in 1971.,Supported,"[[[217670,224162,""Asylum_Records"",0]]]",,186591,Asylum Records is a record label founded in 1971.,Supported,,,,,,
223346,The principal photography of The Disaster Artist (film) is incapable of starting.,Refuted,"[[[266031,263132,""The_Disaster_Artist_-LRB-film-RRB-"",5]],[[266032,263133,""The_Disaster_Artist_-LRB-film-RRB-"",5]]]",,223346,The principal photography of The Disaster Artist (film) is incapable of starting.,Refuted,,,,,,
46513,The filming of Dilwale Dulhania Le Jayenge finished in August 1995.,Supported,"[[[62836,73489,""Dilwale_Dulhania_Le_Jayenge"",4]]]",,46513,The filming of Dilwale Dulhania Le Jayenge finished in August 1995.,Supported,,,,,,
192034,American Library Association is the smallest of its kind.,Refuted,"[[[224600,229428,""American_Library_Association"",1]]]",,192034,American Library Association is the smallest of its kind.,Refuted,,,,,,
60008,"""Artist of the Year"" was a name given to Danny Brown by Metro Times.",Supported,"[[[76418,87704,""Danny_Brown"",3]]]",,60008,"""Artist of the Year"" was a name given to Danny Brown by Metro Times.",Supported,,,,,,
126509,"Make It or Break It ended in May 14th, 2012.",Supported,"[[[148350,163370,""Make_It_or_Break_It"",9]]]",,126509,"Make It or Break It ended in May 14th, 2012.",Supported,,,,,,
51435,There was an attempt to change Cyprus.,Supported,"[[[67777,78622,""Cyprus"",16]]]",,51435,There was an attempt to change Cyprus.,Supported,,,,,,
66940,Harold Macmillan was involved with politics.,Supported,"[[[83538,95523,""Harold_Macmillan"",0]],[[83538,95524,""Harold_Macmillan"",7]],[[83538,95525,""Harold_Macmillan"",11]],[[83538,95526,""Harold_Macmillan"",12],[83538,95526,""Prime_minister"",0]],[[83538,95527,""Harold_Macmillan"",21]],[[83538,95528,""Harold_Macmillan"",27]],[[83538,95529,""Harold_Macmillan"",26]],[[83538,95530,""Harold_Macmillan"",31]]]",,66940,Harold Macmillan was involved with politics.,Supported,,,,,,
224133,Celebrity Rehab with Dr. Drew is set wholly on-location at the Playboy Mansion.,Refuted,"[[[267014,263823,""Celebrity_Rehab_with_Dr._Drew"",0]]]",,224133,Celebrity Rehab with Dr. Drew is set wholly on-location at the Playboy Mansion.,Refuted,,,,,,
208414,Excuse My French is the debut album of an artist.,Supported,"[[[246592,247071,""Excuse_My_French_-LRB-album-RRB-"",0]]]",,208414,Excuse My French is the debut album of an artist.,Supported,,,,,,
110647,Birmingham is a sports team.,Refuted,"[[[129840,144552,""Birmingham"",0]],[[129840,144553,""Birmingham"",1]],[[129840,144554,""Birmingham"",4]]]",,110647,Birmingham is a sports team.,Refuted,,,,,,
179088,Cate Blanchett starred in the film The Good German.,Supported,"[[[207748,215959,""The_Good_German"",1],[207748,215959,""The_Good_German"",0]]]",,179088,Cate Blanchett starred in the film The Good German.,Supported,,,,,,
209884,In a Lonely Place has a script based on a work from 1947.,Supported,"[[[248569,248726,""In_a_Lonely_Place"",1]]]",,209884,In a Lonely Place has a script based on a work from 1947.,Supported,,,,,,
42943,T2 Trainspotting is directed by a man from the capital city of Scotland.,Refuted,"[[[59255,69609,""T2_Trainspotting"",1],[59255,69609,""Danny_Boyle"",0]]]",,42943,T2 Trainspotting is directed by a man from the capital city of Scotland.,Refuted,,,,,,
155659,Yin and yang contain a section of the opposite element in each portion.,Supported,"[[[179710,192274,""Yin_and_yang"",10]]]",,155659,Yin and yang contain a section of the opposite element in each portion.,Supported,,,,,,
87072,Anne Boleyn returned to England.,Supported,"[[[104232,117694,""Anne_Boleyn"",10]]]",,87072,Anne Boleyn returned to England.,Supported,,,,,,
66918,Johnny Galecki's character in The Big Bang Theory had a doctoral degree.,Supported,"[[[83485,95470,""Johnny_Galecki"",1],[83485,95470,""Leonard_Hofstadter"",0]]]",,66918,Johnny Galecki's character in The Big Bang Theory had a doctoral degree.,Supported,,,,,,
111176,Part of Dilwale Dulhania Le Jayenge was filmed in Super 8.,Refuted,"[[[130562,145339,""Dilwale_Dulhania_Le_Jayenge"",4]]]",,111176,Part of Dilwale Dulhania Le Jayenge was filmed in Super 8.,Refuted,,,,,,
152955,I Want to Know What Love Is is a single.,Supported,"[[[178550,191142,""I_Want_to_Know_What_Love_Is"",0]],[[178550,191143,""I_Want_to_Know_What_Love_Is"",1]],[[178550,191144,""I_Want_to_Know_What_Love_Is"",4]],[[178550,191145,""I_Want_to_Know_What_Love_Is"",3]]]",,152955,I Want to Know What Love Is is a single.,Supported,,,,,,
46464,Carlos Santana is a US president.,Refuted,"[[[62799,73448,""Carlos_Santana"",0]],[[62799,73449,""Carlos_Santana"",4],[62799,73449,""Santana_-LRB-band-RRB-"",0]]]",,46464,Carlos Santana is a US president.,Refuted,,,,,,
124669,Paramore is retired.,Refuted,"[[[146249,161228,""Paramore"",1]]]",,124669,Paramore is retired.,Refuted,,,,,,
203373,Goosebumps (film) is based on a story by Scott Alexander and Larry Karaszewski.,Supported,"[[[239901,241586,""Goosebumps_-LRB-film-RRB-"",1]]]",,203373,Goosebumps (film) is based on a story by Scott Alexander and Larry Karaszewski.,Supported,,,,,,
171638,Dave Gibbons is a writer.,Supported,"[[[198065,208007,""Dave_Gibbons"",0]]]",,171638,Dave Gibbons is a writer.,Supported,,,,,,
69652,Maggie Q starred in a TV series.,Supported,"[[[86346,98748,""Maggie_Q"",1],[86346,98748,""Nikita_-LRB-TV_series-RRB-"",0]],[[86346,98749,""Maggie_Q"",3],[86346,98749,""Designated_Survivor_-LRB-TV_series-RRB-"",0]]]",,69652,Maggie Q starred in a TV series.,Supported,,,,,,
145624,Gin does not derive its main flavour from juniper berries.,Refuted,"[[[168953,182652,""Gin"",0]]]",,145624,Gin does not derive its main flavour from juniper berries.,Refuted,,,,,,
184099,Ernest Medina played a role in a Vietnam War mass murder.,Supported,"[[[214315,221398,""Ernest_Medina"",2],[214315,221398,""My_Lai_Massacre"",0]],[[214315,221399,""Ernest_Medina"",3]]]",,184099,Ernest Medina played a role in a Vietnam War mass murder.,Supported,,,,,,
13155,James Earl Jones was not the voice of Darth Vader.,Refuted,"[[[28396,34705,""James_Earl_Jones"",4]]]",,13155,James Earl Jones was not the voice of Darth Vader.,Refuted,,,,,,
36775,The Times was founded in 1980.,Refuted,"[[[52960,62881,""The_Times"",1]]]",,36775,The Times was founded in 1980.,Refuted,,,,,,
168003,Don Bradman had anything but declining years.,Refuted,"[[[193421,203938,""Don_Bradman"",20]]]",,168003,Don Bradman had anything but declining years.,Refuted,,,,,,
32255,Dilwale Dulhania Le Jayenge was shot in different locations.,Supported,"[[[48365,57696,""Dilwale_Dulhania_Le_Jayenge"",4]]]",,32255,Dilwale Dulhania Le Jayenge was shot in different locations.,Supported,,,,,,
97576,Yin and yang is a Taoist moral concept.,Supported,"[[[117806,131707,""Yin_and_yang"",13]]]",,97576,Yin and yang is a Taoist moral concept.,Supported,,,,,,
21644,Jason Bourne has Julia Stiles as part of the cast.,Supported,"[[[37443,45357,""Jason_Bourne_-LRB-film-RRB-"",6]]]",,21644,Jason Bourne has Julia Stiles as part of the cast.,Supported,,,,,,
18065,Colombiana was produced by Olivier Megaton.,Refuted,"[[[33587,40752,""Colombiana"",0]]]",,18065,Colombiana was produced by Olivier Megaton.,Refuted,,,,,,
122477,The Gettysburg Address was delivered exclusively by King George III.,Refuted,"[[[143840,158907,""Gettysburg_Address"",0]]]",,122477,The Gettysburg Address was delivered exclusively by King George III.,Refuted,,,,,,
27187,T2 Trainspotting is a British film.,Supported,"[[[43346,51999,""T2_Trainspotting"",0]]]",,27187,T2 Trainspotting is a British film.,Supported,,,,,,
75393,"Pierce County, Washington is the location of the shortest mountain of the Cascade Range of the Pacific Northwest.",Refuted,"[[[92181,104956,""Pierce_County,_Washington"",10]]]",,75393,"Pierce County, Washington is the location of the shortest mountain of the Cascade Range of the Pacific Northwest.",Refuted,,,,,,
218471,The Hanford Site contributes to the LIGO Hanford Observatory.,Supported,"[[[259719,258274,""Hanford_Site"",23]]]",,218471,The Hanford Site contributes to the LIGO Hanford Observatory.,Supported,,,,,,
47630,"""I Feel for You"" by Chaka Khan was released five years after 1984.",Refuted,"[[[63937,74641,""Chaka_Khan"",4]]]",,47630,"""I Feel for You"" by Chaka Khan was released five years after 1984.",Refuted,,,,,,
192714,CBS is the network that aired The Millers.,Supported,"[[[225477,230125,""The_Millers"",1]]]",,192714,CBS is the network that aired The Millers.,Supported,,,,,,
130248,Aldous Huxley barely published scripts.,Supported,"[[[152506,167314,""Aldous_Huxley"",6]]]",,130248,Aldous Huxley barely published scripts.,Supported,,,,,,
137038,Emily is the name of the mother of Lorelai Gilmore.,Supported,"[[[159772,174254,""Lorelai_Gilmore"",3]],[[159773,174255,""Lorelai_Gilmore"",3]]]",,137038,Emily is the name of the mother of Lorelai Gilmore.,Supported,,,,,,
164894,Hezbollah received a type of training from Iran.,Supported,"[[[191895,202669,""Hezbollah"",7]],[[191895,202670,""Hezbollah"",17]]]",,164894,Hezbollah received a type of training from Iran.,Supported,,,,,,
194260,Coins of the Swiss franc are used only outside of Liechtenstein.,Refuted,"[[[227522,231883,""Coins_of_the_Swiss_franc"",0]]]",,194260,Coins of the Swiss franc are used only outside of Liechtenstein.,Refuted,,,,,,
117967,Tenacious D started in the 1990's.,Supported,"[[[282815,276946,""Tenacious_D"",0]],[[284731,278470,""Tenacious_D"",0]],[[331061,317548,""Tenacious_D"",0]],[[332127,318519,""Tenacious_D"",0]]]",,117967,Tenacious D started in the 1990's.,Supported,,,,,,
112701,Younger ended in 2015.,Refuted,"[[[132219,147101,""Younger_-LRB-TV_series-RRB-"",2]],[[132219,147102,""Younger_-LRB-TV_series-RRB-"",4]],[[132219,147103,""Younger_-LRB-TV_series-RRB-"",5]]]",,112701,Younger ended in 2015.,Refuted,,,,,,
215215,Dreamer (2005 film) is an American sports television show.,Refuted,"[[[255576,255006,""Dreamer_-LRB-2005_film-RRB-"",0]],[[255578,255008,""Dreamer_-LRB-2005_film-RRB-"",0]]]",,215215,Dreamer (2005 film) is an American sports television show.,Refuted,,,,,,
72358,Ripon College is in hell.,Refuted,"[[[89059,101753,""Ripon_College_-LRB-Wisconsin-RRB-"",0]]]",,72358,Ripon College is in hell.,Refuted,,,,,,
12683,The CONCACAF Champions League is organized by CONCACAF.,Supported,"[[[27928,34227,""CONCACAF_Champions_League"",0]]]",,12683,The CONCACAF Champions League is organized by CONCACAF.,Supported,,,,,,
205656,St. Anger is only a single.,Refuted,"[[[243005,244290,""St._Anger"",0]]]",,205656,St. Anger is only a single.,Refuted,,,,,,
137678,"Food Network is available to approximately 96,931,000 pay television citizens.",Refuted,"[[[160451,174965,""Food_Network"",8]]]",,137678,"Food Network is available to approximately 96,931,000 pay television citizens.",Refuted,,,,,,
40396,L.A. Reid has served as the CEO of an American record label owned by Sony Music Entertainment.,Supported,"[[[56691,66914,""L.A._Reid"",1],[56691,66914,""Epic_Records"",0]]]",,40396,L.A. Reid has served as the CEO of an American record label owned by Sony Music Entertainment.,Supported,,,,,,
172312,Scream 2 was directed exclusively by Barack Obama.,Refuted,"[[[198873,208576,""Scream_2"",0]]]",,172312,Scream 2 was directed exclusively by Barack Obama.,Refuted,,,,,,
189773,Matthias Corvinus had a library.,Supported,"[[[221675,227245,""Matthias_Corvinus"",31]]]",,189773,Matthias Corvinus had a library.,Supported,,,,,,
117114,"Camden, New Jersey has no universities.",Refuted,"[[[137469,152340,""Camden,_New_Jersey"",40]]]",,117114,"Camden, New Jersey has no universities.",Refuted,,,,,,
106478,AMGTV has science fiction television programming.,Refuted,"[[[124995,139327,""AMGTV"",0]]]",,106478,AMGTV has science fiction television programming.,Refuted,,,,,,
128454,Awkward Black Girl is a web forum.,Refuted,"[[[151624,166367,""Awkward_Black_Girl"",0]],[[151624,166368,""Awkward_Black_Girl"",6]]]",,128454,Awkward Black Girl is a web forum.,Refuted,,,,,,
126926,Hinduism contains a philosophical range.,Supported,"[[[148779,163808,""Hinduism"",6]],[[148781,163809,""Hinduism"",6]]]",,126926,Hinduism contains a philosophical range.,Supported,,,,,,
138159,Gray Matters only stars Jack Black.,Refuted,"[[[160956,175415,""Gray_Matters"",0]]]",,138159,Gray Matters only stars Jack Black.,Refuted,,,,,,
70020,Angela Bassett started her film career in the mid-1980s.,Supported,"[[[86695,99169,""Angela_Bassett"",6]]]",,70020,Angela Bassett started her film career in the mid-1980s.,Supported,,,,,,
19663,Guillermo del Toro was born in 1700.,Refuted,"[[[35446,42962,""Guillermo_del_Toro"",0]]]",,19663,Guillermo del Toro was born in 1700.,Refuted,,,,,,
174585,Artpop debuted at number one on the United States Billboard 200.,Supported,"[[[201841,211200,""Artpop"",13]]]",,174585,Artpop debuted at number one on the United States Billboard 200.,Supported,,,,,,
13872,Tool has produced albums.,Supported,"[[[29152,35565,""Tool_-LRB-band-RRB-"",3]]]",,13872,Tool has produced albums.,Supported,,,,,,
