claim_id,claim_text,true_label,model,condition,model_output,gold_evidence,error_type,notes
35174,"Bessie Smith was born on September 26, 1937.",Refuted,gpt-5.4-mini,claim_plus_evidence,Supported,"Bessie Smith -LRB- April 15 , 1894 -- September 26 , 1937 -RRB- was an American blues singer .",refuted_to_supported,
199746,Tijuana is in Mexico.,Refuted,gpt-5.4-mini,claim_plus_evidence,Supported,"Tijuana -LRB- -LSB- tiːˈwɑːnə -RSB- ; -LSB- tiˈxwana -RSB- -RRB- is the largest city in Baja California and on the Baja California Peninsula and center of the Tijuana metropolitan area , part of the international San Diego -- Tijuana metropolitan area .",refuted_to_supported,
115659,"In the 1970's, Samsung entered the construction industry.",Refuted,gpt-5.4,claim_plus_evidence,Supported,Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth .,refuted_to_supported,
115659,"In the 1970's, Samsung entered the construction industry.",Refuted,gpt-5.4-mini,claim_plus_evidence,Supported,Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth .,refuted_to_supported,
103003,Kate Walsh was on a television show.,Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,"Kathleen Erin Walsh -LRB- born October 13 , 1967 -RRB- is an American actress and businesswoman .",supported_to_refuted,
115173,"Wildfang was established in Portland, Oregon.",Supported,gpt-5.4,claim_plus_evidence,Refuted,"The company was founded in 2010 by Emma Mcilroy and Julia Parsley , who previously worked at Nike , Inc. in Portland , Oregon .",supported_to_refuted,
115173,"Wildfang was established in Portland, Oregon.",Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,"The company was founded in 2010 by Emma Mcilroy and Julia Parsley , who previously worked at Nike , Inc. in Portland , Oregon .",supported_to_refuted,
83454,Scandinavia does not contain Greenland.,Refuted,gpt-5.4-mini,claim_plus_evidence,Supported,"The remote Norwegian islands of Svalbard and Jan Mayen are usually not seen as a part of Scandinavia , nor is Greenland , an overseas territory of Denmark .",refuted_to_supported,
53567,A Milli is a song by someone born in 1982.,Supported,gpt-5.4,claim_plus_evidence,Refuted,"`` A Milli '' , abbreviated occasionally as `` Milli '' , is a song by American hip hop recording artist Lil Wayne .",supported_to_refuted,
53567,A Milli is a song by someone born in 1982.,Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,"`` A Milli '' , abbreviated occasionally as `` Milli '' , is a song by American hip hop recording artist Lil Wayne .",supported_to_refuted,
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,gpt-5.4,claim_plus_evidence,Refuted,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,supported_to_refuted,
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,supported_to_refuted,
52907,The CONCACAF Champions League is almost an annual continental football club competition.,Supported,gpt-5.4,claim_plus_evidence,Refuted,"The CONCACAF Champions League is an annual continental football club competition organized by CONCACAF for the top football clubs in North America , Central America and the Caribbean .",supported_to_refuted,
104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps.",Supported,gpt-5.4,claim_plus_evidence,Refuted,It was funded by the U.S. Office of Naval Research as an investigation into the causes of difficulties between guards and prisoners in the United States Navy and United States Marine Corps .,supported_to_refuted,
104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps.",Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,It was funded by the U.S. Office of Naval Research as an investigation into the causes of difficulties between guards and prisoners in the United States Navy and United States Marine Corps .,supported_to_refuted,
201098,Marcus Bentley is an American broadcaster.,Supported,gpt-5.4,claim_plus_evidence,Refuted,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .",supported_to_refuted,
201098,Marcus Bentley is an American broadcaster.,Supported,gpt-5.4-mini,claim_plus_evidence,Refuted,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .",supported_to_refuted,
38110,"The Adventures of Pluto Nash stars an actor that was born on February 5, 1961.",Refuted,gpt-5.4-mini,claim_plus_evidence,Supported,The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .,refuted_to_supported,
