claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
163977,Veeram is an Indian Tamil film.,Supported,163977,Veeram is an Indian Tamil film.,Supported,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .,"[[[188630,200082,""Veeram_-LRB-2014_film-RRB-"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
163977,Veeram is an Indian Tamil film.,Supported,163977,Veeram is an Indian Tamil film.,Supported,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .,"[[[188630,200082,""Veeram_-LRB-2014_film-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
163977,Veeram is an Indian Tamil film.,Supported,163977,Veeram is an Indian Tamil film.,Supported,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .,"[[[188630,200082,""Veeram_-LRB-2014_film-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
163977,Veeram is an Indian Tamil film.,Supported,163977,Veeram is an Indian Tamil film.,Supported,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .,"[[[188630,200082,""Veeram_-LRB-2014_film-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,"Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .","[[[242330,243738,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,"Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .","[[[242330,243738,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,"Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .","[[[242330,243738,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,205102,Gaius Julius Caesar was only born in 430 BC.,Refuted,"Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .","[[[242330,243738,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,"Chinatown is a 1974 American neo-noir mystery film , directed by Roman Polanski from a screenplay by Robert Towne , starring Jack Nicholson and Faye Dunaway .","[[[269164,265555,""Chinatown_-LRB-1974_film-RRB-"",0]],[[269166,265556,""Chinatown_-LRB-1974_film-RRB-"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,"Chinatown is a 1974 American neo-noir mystery film , directed by Roman Polanski from a screenplay by Robert Towne , starring Jack Nicholson and Faye Dunaway .","[[[269164,265555,""Chinatown_-LRB-1974_film-RRB-"",0]],[[269166,265556,""Chinatown_-LRB-1974_film-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,"Chinatown is a 1974 American neo-noir mystery film , directed by Roman Polanski from a screenplay by Robert Towne , starring Jack Nicholson and Faye Dunaway .","[[[269164,265555,""Chinatown_-LRB-1974_film-RRB-"",0]],[[269166,265556,""Chinatown_-LRB-1974_film-RRB-"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,225804,Chinatown was directed Quentin Tarantino exclusively.,Refuted,"Chinatown is a 1974 American neo-noir mystery film , directed by Roman Polanski from a screenplay by Robert Towne , starring Jack Nicholson and Faye Dunaway .","[[[269164,265555,""Chinatown_-LRB-1974_film-RRB-"",0]],[[269166,265556,""Chinatown_-LRB-1974_film-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
173505,Sancho Panza is a character in a novel written by an author.,Supported,173505,Sancho Panza is a character in a novel written by an author.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200465,209970,""Sancho_Panza"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
173505,Sancho Panza is a character in a novel written by an author.,Supported,173505,Sancho Panza is a character in a novel written by an author.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200465,209970,""Sancho_Panza"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
173505,Sancho Panza is a character in a novel written by an author.,Supported,173505,Sancho Panza is a character in a novel written by an author.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200465,209970,""Sancho_Panza"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
173505,Sancho Panza is a character in a novel written by an author.,Supported,173505,Sancho Panza is a character in a novel written by an author.,Supported,Sancho Panza -LSB- ˈsantʃo ˈpanθa -RSB- is a fictional character in the novel Don Quixote written by Spanish author Don Miguel de Cervantes Saavedra in 1605 .,"[[[200465,209970,""Sancho_Panza"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
182267,Saturn Corporation is a registered voter.,Refuted,182267,Saturn Corporation is a registered voter.,Refuted,"The Saturn Corporation , also known as Saturn LLC , is a registered trademark established on January 7 , 1985 , as a subsidiary of General Motors .","[[[211976,219584,""Saturn_Corporation"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
182267,Saturn Corporation is a registered voter.,Refuted,182267,Saturn Corporation is a registered voter.,Refuted,"The Saturn Corporation , also known as Saturn LLC , is a registered trademark established on January 7 , 1985 , as a subsidiary of General Motors .","[[[211976,219584,""Saturn_Corporation"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
182267,Saturn Corporation is a registered voter.,Refuted,182267,Saturn Corporation is a registered voter.,Refuted,"The Saturn Corporation , also known as Saturn LLC , is a registered trademark established on January 7 , 1985 , as a subsidiary of General Motors .","[[[211976,219584,""Saturn_Corporation"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
182267,Saturn Corporation is a registered voter.,Refuted,182267,Saturn Corporation is a registered voter.,Refuted,"The Saturn Corporation , also known as Saturn LLC , is a registered trademark established on January 7 , 1985 , as a subsidiary of General Motors .","[[[211976,219584,""Saturn_Corporation"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,The film was directed by Norman Jewison and stars Steve McQueen in the title role and Edward G. Robinson as Howard .,"[[[274542,269829,""The_Cincinnati_Kid"",6]],[[274547,269832,""The_Cincinnati_Kid"",6]],[[276802,271856,""The_Cincinnati_Kid"",6]],[[322731,311004,""The_Cincinnati_Kid"",6],[322731,311004,""The_Cincinnati_Kid"",0]],[[323682,311918,""The_Cincinnati_Kid"",6]]]",gpt-5.4,claim_only,Supported,Yes,,
88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,The film was directed by Norman Jewison and stars Steve McQueen in the title role and Edward G. Robinson as Howard .,"[[[274542,269829,""The_Cincinnati_Kid"",6]],[[274547,269832,""The_Cincinnati_Kid"",6]],[[276802,271856,""The_Cincinnati_Kid"",6]],[[322731,311004,""The_Cincinnati_Kid"",6],[322731,311004,""The_Cincinnati_Kid"",0]],[[323682,311918,""The_Cincinnati_Kid"",6]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,The film was directed by Norman Jewison and stars Steve McQueen in the title role and Edward G. Robinson as Howard .,"[[[274542,269829,""The_Cincinnati_Kid"",6]],[[274547,269832,""The_Cincinnati_Kid"",6]],[[276802,271856,""The_Cincinnati_Kid"",6]],[[322731,311004,""The_Cincinnati_Kid"",6],[322731,311004,""The_Cincinnati_Kid"",0]],[[323682,311918,""The_Cincinnati_Kid"",6]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,88473,Edward G. Robinson is a star in The Cincinnati Kid.,Supported,The film was directed by Norman Jewison and stars Steve McQueen in the title role and Edward G. Robinson as Howard .,"[[[274542,269829,""The_Cincinnati_Kid"",6]],[[274547,269832,""The_Cincinnati_Kid"",6]],[[276802,271856,""The_Cincinnati_Kid"",6]],[[322731,311004,""The_Cincinnati_Kid"",6],[322731,311004,""The_Cincinnati_Kid"",0]],[[323682,311918,""The_Cincinnati_Kid"",6]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
165881,Buffy Summers appears in only in a film.,Refuted,165881,Buffy Summers appears in only in a film.,Refuted,"Buffy was portrayed by Kristy Swanson in the film , and later by Sarah Michelle Gellar in the television series .","[[[190741,201707,""Buffy_Summers"",3]],[[190742,201708,""Buffy_Summers"",1],[190742,201708,""Buffy_the_Vampire_Slayer_Season_Eight"",0],[190742,201708,""Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
165881,Buffy Summers appears in only in a film.,Refuted,165881,Buffy Summers appears in only in a film.,Refuted,"Buffy was portrayed by Kristy Swanson in the film , and later by Sarah Michelle Gellar in the television series .","[[[190741,201707,""Buffy_Summers"",3]],[[190742,201708,""Buffy_Summers"",1],[190742,201708,""Buffy_the_Vampire_Slayer_Season_Eight"",0],[190742,201708,""Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
165881,Buffy Summers appears in only in a film.,Refuted,165881,Buffy Summers appears in only in a film.,Refuted,"Buffy was portrayed by Kristy Swanson in the film , and later by Sarah Michelle Gellar in the television series .","[[[190741,201707,""Buffy_Summers"",3]],[[190742,201708,""Buffy_Summers"",1],[190742,201708,""Buffy_the_Vampire_Slayer_Season_Eight"",0],[190742,201708,""Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
165881,Buffy Summers appears in only in a film.,Refuted,165881,Buffy Summers appears in only in a film.,Refuted,"Buffy was portrayed by Kristy Swanson in the film , and later by Sarah Michelle Gellar in the television series .","[[[190741,201707,""Buffy_Summers"",3]],[[190742,201708,""Buffy_Summers"",1],[190742,201708,""Buffy_the_Vampire_Slayer_Season_Eight"",0],[190742,201708,""Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,"Henry Louis `` Buster '' Gehrig -LRB- born Heinrich Ludwig Gehrig ; June 19 , 1903June 2 , 1941 -RRB- was an American baseball first baseman who played 17 seasons in Major League Baseball -LRB- MLB -RRB- for the New York Yankees , from 1923 through 1939 .","[[[55655,65697,""Lou_Gehrig"",0]],[[55655,65698,""Lou_Gehrig"",15]]]",gpt-5.4,claim_only,Supported,Yes,,
39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,"Henry Louis `` Buster '' Gehrig -LRB- born Heinrich Ludwig Gehrig ; June 19 , 1903June 2 , 1941 -RRB- was an American baseball first baseman who played 17 seasons in Major League Baseball -LRB- MLB -RRB- for the New York Yankees , from 1923 through 1939 .","[[[55655,65697,""Lou_Gehrig"",0]],[[55655,65698,""Lou_Gehrig"",15]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,"Henry Louis `` Buster '' Gehrig -LRB- born Heinrich Ludwig Gehrig ; June 19 , 1903June 2 , 1941 -RRB- was an American baseball first baseman who played 17 seasons in Major League Baseball -LRB- MLB -RRB- for the New York Yankees , from 1923 through 1939 .","[[[55655,65697,""Lou_Gehrig"",0]],[[55655,65698,""Lou_Gehrig"",15]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,"Henry Louis `` Buster '' Gehrig -LRB- born Heinrich Ludwig Gehrig ; June 19 , 1903June 2 , 1941 -RRB- was an American baseball first baseman who played 17 seasons in Major League Baseball -LRB- MLB -RRB- for the New York Yankees , from 1923 through 1939 .","[[[55655,65697,""Lou_Gehrig"",0]],[[55655,65698,""Lou_Gehrig"",15]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,"It is the first series developed specifically for that service , and the first Star Trek series since Star Trek : Enterprise concluded in 2005 .","[[[75176,86409,""Star_Trek-COLON-_Discovery"",1]]]",gpt-5.4,claim_only,Supported,Yes,,
58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,"It is the first series developed specifically for that service , and the first Star Trek series since Star Trek : Enterprise concluded in 2005 .","[[[75176,86409,""Star_Trek-COLON-_Discovery"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,"It is the first series developed specifically for that service , and the first Star Trek series since Star Trek : Enterprise concluded in 2005 .","[[[75176,86409,""Star_Trek-COLON-_Discovery"",1]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,"It is the first series developed specifically for that service , and the first Star Trek series since Star Trek : Enterprise concluded in 2005 .","[[[75176,86409,""Star_Trek-COLON-_Discovery"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
132355,David Packouz is a sculptor.,Refuted,132355,David Packouz is a sculptor.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[154770,169532,""David_Packouz"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
132355,David Packouz is a sculptor.,Refuted,132355,David Packouz is a sculptor.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[154770,169532,""David_Packouz"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
132355,David Packouz is a sculptor.,Refuted,132355,David Packouz is a sculptor.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[154770,169532,""David_Packouz"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
132355,David Packouz is a sculptor.,Refuted,132355,David Packouz is a sculptor.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[154770,169532,""David_Packouz"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,"The film was directed by series creator Stephen Hillenburg and starred the series ' cast of Tom Kenny , Bill Fagerbakke , Clancy Brown , Rodger Bumpass and Mr. Lawrence , with guest performances by Scarlett Johansson , Jeffrey Tambor , Alec Baldwin and David Hasselhoff .","[[[127619,142214,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142245,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142246,""The_SpongeBob_SquarePants_Movie"",6],[127652,142246,""Stephen_Hillenburg"",0]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,"The film was directed by series creator Stephen Hillenburg and starred the series ' cast of Tom Kenny , Bill Fagerbakke , Clancy Brown , Rodger Bumpass and Mr. Lawrence , with guest performances by Scarlett Johansson , Jeffrey Tambor , Alec Baldwin and David Hasselhoff .","[[[127619,142214,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142245,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142246,""The_SpongeBob_SquarePants_Movie"",6],[127652,142246,""Stephen_Hillenburg"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,"The film was directed by series creator Stephen Hillenburg and starred the series ' cast of Tom Kenny , Bill Fagerbakke , Clancy Brown , Rodger Bumpass and Mr. Lawrence , with guest performances by Scarlett Johansson , Jeffrey Tambor , Alec Baldwin and David Hasselhoff .","[[[127619,142214,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142245,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142246,""The_SpongeBob_SquarePants_Movie"",6],[127652,142246,""Stephen_Hillenburg"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,"The film was directed by series creator Stephen Hillenburg and starred the series ' cast of Tom Kenny , Bill Fagerbakke , Clancy Brown , Rodger Bumpass and Mr. Lawrence , with guest performances by Scarlett Johansson , Jeffrey Tambor , Alec Baldwin and David Hasselhoff .","[[[127619,142214,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142245,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142246,""The_SpongeBob_SquarePants_Movie"",6],[127652,142246,""Stephen_Hillenburg"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,"The first Nobel Prize in Chemistry was awarded in 1901 to Jacobus Henricus van ' t Hoff , of the Netherlands , `` for his discovery of the laws of chemical dynamics and osmotic pressure in solutions . ''","[[[189192,200513,""Nobel_Prize_in_Chemistry"",6]]]",gpt-5.4,claim_only,Refuted,Yes,,
164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,"The first Nobel Prize in Chemistry was awarded in 1901 to Jacobus Henricus van ' t Hoff , of the Netherlands , `` for his discovery of the laws of chemical dynamics and osmotic pressure in solutions . ''","[[[189192,200513,""Nobel_Prize_in_Chemistry"",6]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,"The first Nobel Prize in Chemistry was awarded in 1901 to Jacobus Henricus van ' t Hoff , of the Netherlands , `` for his discovery of the laws of chemical dynamics and osmotic pressure in solutions . ''","[[[189192,200513,""Nobel_Prize_in_Chemistry"",6]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,"The first Nobel Prize in Chemistry was awarded in 1901 to Jacobus Henricus van ' t Hoff , of the Netherlands , `` for his discovery of the laws of chemical dynamics and osmotic pressure in solutions . ''","[[[189192,200513,""Nobel_Prize_in_Chemistry"",6]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
80970,Aristotle never visited Athens.,Refuted,80970,Aristotle never visited Athens.,Refuted,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[97982,111117,""Aristotle"",2]],[[97982,111118,""Aristotle"",4]]]",gpt-5.4,claim_only,Refuted,Yes,,
80970,Aristotle never visited Athens.,Refuted,80970,Aristotle never visited Athens.,Refuted,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[97982,111117,""Aristotle"",2]],[[97982,111118,""Aristotle"",4]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
80970,Aristotle never visited Athens.,Refuted,80970,Aristotle never visited Athens.,Refuted,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[97982,111117,""Aristotle"",2]],[[97982,111118,""Aristotle"",4]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
80970,Aristotle never visited Athens.,Refuted,80970,Aristotle never visited Athens.,Refuted,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .","[[[97982,111117,""Aristotle"",2]],[[97982,111118,""Aristotle"",4]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
198066,Story of My Life was recorded by an English Irish band.,Supported,198066,Story of My Life was recorded by an English Irish band.,Supported,`` Story of My Life '' is a song recorded by English Irish boy band One Direction .,"[[[232858,235930,""Story_of_My_Life_-LRB-One_Direction_song-RRB-"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
198066,Story of My Life was recorded by an English Irish band.,Supported,198066,Story of My Life was recorded by an English Irish band.,Supported,`` Story of My Life '' is a song recorded by English Irish boy band One Direction .,"[[[232858,235930,""Story_of_My_Life_-LRB-One_Direction_song-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
198066,Story of My Life was recorded by an English Irish band.,Supported,198066,Story of My Life was recorded by an English Irish band.,Supported,`` Story of My Life '' is a song recorded by English Irish boy band One Direction .,"[[[232858,235930,""Story_of_My_Life_-LRB-One_Direction_song-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
198066,Story of My Life was recorded by an English Irish band.,Supported,198066,Story of My Life was recorded by an English Irish band.,Supported,`` Story of My Life '' is a song recorded by English Irish boy band One Direction .,"[[[232858,235930,""Story_of_My_Life_-LRB-One_Direction_song-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
204630,Rio's sequel is a 2013 film.,Refuted,204630,Rio's sequel is a 2013 film.,Refuted,"A sequel , Rio 2 , was released on April 11 , 2014 .","[[[241681,243204,""Rio_-LRB-2011_film-RRB-"",20]],[[241682,243205,""Rio_-LRB-2011_film-RRB-"",20]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
204630,Rio's sequel is a 2013 film.,Refuted,204630,Rio's sequel is a 2013 film.,Refuted,"A sequel , Rio 2 , was released on April 11 , 2014 .","[[[241681,243204,""Rio_-LRB-2011_film-RRB-"",20]],[[241682,243205,""Rio_-LRB-2011_film-RRB-"",20]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
204630,Rio's sequel is a 2013 film.,Refuted,204630,Rio's sequel is a 2013 film.,Refuted,"A sequel , Rio 2 , was released on April 11 , 2014 .","[[[241681,243204,""Rio_-LRB-2011_film-RRB-"",20]],[[241682,243205,""Rio_-LRB-2011_film-RRB-"",20]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
204630,Rio's sequel is a 2013 film.,Refuted,204630,Rio's sequel is a 2013 film.,Refuted,"A sequel , Rio 2 , was released on April 11 , 2014 .","[[[241681,243204,""Rio_-LRB-2011_film-RRB-"",20]],[[241682,243205,""Rio_-LRB-2011_film-RRB-"",20]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia .","[[[184778,196672,""French_Indochina"",0]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia .","[[[184778,196672,""French_Indochina"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia .","[[[184778,196672,""French_Indochina"",0]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
