claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,evidence_sentences_json,evidence_pages_json,evidence_set_size,evidence_set_id,raw_evidence,model,condition,model_output,correct,error_type,notes
753,Tottenham Hotspur F.C. is a basketball team.,Refuted,753,Tottenham Hotspur F.C. is a basketball team.,Refuted,"Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .","[""Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .""]","[""Tottenham_Hotspur_F.C.""]",1,fever_set_9c743013fef4,"[[[16231,20116,""Tottenham_Hotspur_F.C."",0]],[[16231,20117,""Tottenham_Hotspur_F.C."",5]],[[16231,20118,""Tottenham_Hotspur_F.C."",6],[16231,20118,""FA_Cup"",0]],[[16231,20119,""Tottenham_Hotspur_F.C."",7],[16231,20119,""FA_Cup"",0]],[[16231,20120,""Tottenham_Hotspur_F.C."",8],[16231,20120,""FA_Cup"",0]],[[16231,20121,""Tottenham_Hotspur_F.C."",9],[16231,20121,""EFL_Cup"",0]],[[16231,20122,""Tottenham_Hotspur_F.C."",11],[16231,20122,""FA_Cup"",0]],[[16231,20123,""Tottenham_Hotspur_F.C."",12],[16231,20123,""EFL_Cup"",0]],[[16231,20124,""Tottenham_Hotspur_F.C."",15]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .,"[""Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .""]","[""Hannah_and_Her_Sisters""]",1,fever_set_3d38087f9e97,"[[[16053,19924,""Hannah_and_Her_Sisters"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .,"[""Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .""]","[""Hannah_and_Her_Sisters""]",1,fever_set_3d38087f9e97,"[[[16053,19924,""Hannah_and_Her_Sisters"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .,"[""Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .""]","[""Hannah_and_Her_Sisters""]",1,fever_set_3d38087f9e97,"[[[16053,19924,""Hannah_and_Her_Sisters"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,619,Hannah and Her Sisters' ending is unrelated to Thanksgiving.,Refuted,Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .,"[""Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner .""]","[""Hannah_and_Her_Sisters""]",1,fever_set_3d38087f9e97,"[[[16053,19924,""Hannah_and_Her_Sisters"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
419,Toy Story 2 was released by Walt Disney Pictures.,Supported,419,Toy Story 2 was released by Walt Disney Pictures.,Supported,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15844,19708,""Toy_Story_2"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
419,Toy Story 2 was released by Walt Disney Pictures.,Supported,419,Toy Story 2 was released by Walt Disney Pictures.,Supported,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15844,19708,""Toy_Story_2"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
419,Toy Story 2 was released by Walt Disney Pictures.,Supported,419,Toy Story 2 was released by Walt Disney Pictures.,Supported,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15844,19708,""Toy_Story_2"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
419,Toy Story 2 was released by Walt Disney Pictures.,Supported,419,Toy Story 2 was released by Walt Disney Pictures.,Supported,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15844,19708,""Toy_Story_2"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
420,Toy Story 2 was released by Universal Pictures.,Refuted,420,Toy Story 2 was released by Universal Pictures.,Refuted,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15909,19774,""Toy_Story_2"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
420,Toy Story 2 was released by Universal Pictures.,Refuted,420,Toy Story 2 was released by Universal Pictures.,Refuted,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15909,19774,""Toy_Story_2"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
420,Toy Story 2 was released by Universal Pictures.,Refuted,420,Toy Story 2 was released by Universal Pictures.,Refuted,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15909,19774,""Toy_Story_2"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
420,Toy Story 2 was released by Universal Pictures.,Refuted,420,Toy Story 2 was released by Universal Pictures.,Refuted,Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .,"[""Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures .""]","[""Toy_Story_2""]",1,fever_set_8ed61bdf6166,"[[[15909,19774,""Toy_Story_2"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
369,The State of Palestine claims a territory in Western Asia.,Refuted,369,The State of Palestine claims a territory in Western Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15789,19651,""State_of_Palestine"",0]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
369,The State of Palestine claims a territory in Western Asia.,Refuted,369,The State of Palestine claims a territory in Western Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15789,19651,""State_of_Palestine"",0]]]",gpt-5.4,claim_plus_evidence,Supported,No,refuted_to_supported,
369,The State of Palestine claims a territory in Western Asia.,Refuted,369,The State of Palestine claims a territory in Western Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15789,19651,""State_of_Palestine"",0]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
369,The State of Palestine claims a territory in Western Asia.,Refuted,369,The State of Palestine claims a territory in Western Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15789,19651,""State_of_Palestine"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,No,refuted_to_supported,
305,Ragtime features Samuel L. Jackson.,Supported,305,Ragtime features Samuel L. Jackson.,Supported,"The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .","[""The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .""]","[""Ragtime_-LRB-film-RRB-""]",1,fever_set_b49d9e593a59,"[[[15668,19521,""Ragtime_-LRB-film-RRB-"",2]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
305,Ragtime features Samuel L. Jackson.,Supported,305,Ragtime features Samuel L. Jackson.,Supported,"The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .","[""The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .""]","[""Ragtime_-LRB-film-RRB-""]",1,fever_set_b49d9e593a59,"[[[15668,19521,""Ragtime_-LRB-film-RRB-"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
305,Ragtime features Samuel L. Jackson.,Supported,305,Ragtime features Samuel L. Jackson.,Supported,"The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .","[""The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .""]","[""Ragtime_-LRB-film-RRB-""]",1,fever_set_b49d9e593a59,"[[[15668,19521,""Ragtime_-LRB-film-RRB-"",2]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
305,Ragtime features Samuel L. Jackson.,Supported,305,Ragtime features Samuel L. Jackson.,Supported,"The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .","[""The film features the final film appearances of James Cagney and Pat O'Brien ; early appearances , in small parts , by Samuel L. Jackson , Jeff Daniels , Fran Drescher , Ethan Phillips and John Ratzenberger ; and an uncredited appearance from Jack Nicholson .""]","[""Ragtime_-LRB-film-RRB-""]",1,fever_set_b49d9e593a59,"[[[15668,19521,""Ragtime_-LRB-film-RRB-"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
223,Advertising is an audio form of marketing communication.,Supported,223,Advertising is an audio form of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[""Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .""]","[""Advertising""]",1,fever_set_70cfe438240e,"[[[15567,19393,""Advertising"",0]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
223,Advertising is an audio form of marketing communication.,Supported,223,Advertising is an audio form of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[""Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .""]","[""Advertising""]",1,fever_set_70cfe438240e,"[[[15567,19393,""Advertising"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
223,Advertising is an audio form of marketing communication.,Supported,223,Advertising is an audio form of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[""Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .""]","[""Advertising""]",1,fever_set_70cfe438240e,"[[[15567,19393,""Advertising"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
223,Advertising is an audio form of marketing communication.,Supported,223,Advertising is an audio form of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[""Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .""]","[""Advertising""]",1,fever_set_70cfe438240e,"[[[15567,19393,""Advertising"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
422,John Krasinski is an astronaut.,Refuted,422,John Krasinski is an astronaut.,Refuted,"John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .","[""John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .""]","[""John_Krasinski""]",1,fever_set_1c8b7d4b5f39,"[[[15846,19710,""John_Krasinski"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
422,John Krasinski is an astronaut.,Refuted,422,John Krasinski is an astronaut.,Refuted,"John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .","[""John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .""]","[""John_Krasinski""]",1,fever_set_1c8b7d4b5f39,"[[[15846,19710,""John_Krasinski"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
422,John Krasinski is an astronaut.,Refuted,422,John Krasinski is an astronaut.,Refuted,"John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .","[""John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .""]","[""John_Krasinski""]",1,fever_set_1c8b7d4b5f39,"[[[15846,19710,""John_Krasinski"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
422,John Krasinski is an astronaut.,Refuted,422,John Krasinski is an astronaut.,Refuted,"John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .","[""John Burke Krasinski -LRB- -LSB- krəˈzɪnski -RSB- born October 20 , 1979 -RRB- is an American actor and filmmaker .""]","[""John_Krasinski""]",1,fever_set_1c8b7d4b5f39,"[[[15846,19710,""John_Krasinski"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
478,Bank of America has centers.,Supported,478,Bank of America has centers.,Supported,"Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .","[""Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .""]","[""Bank_of_America""]",1,fever_set_3eee1ca506e4,"[[[15916,19781,""Bank_of_America"",16]],[[15916,19782,""Bank_of_America"",13]]]",gpt-5.4,claim_only,Supported,Yes,,
478,Bank of America has centers.,Supported,478,Bank of America has centers.,Supported,"Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .","[""Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .""]","[""Bank_of_America""]",1,fever_set_3eee1ca506e4,"[[[15916,19781,""Bank_of_America"",16]],[[15916,19782,""Bank_of_America"",13]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
478,Bank of America has centers.,Supported,478,Bank of America has centers.,Supported,"Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .","[""Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .""]","[""Bank_of_America""]",1,fever_set_3eee1ca506e4,"[[[15916,19781,""Bank_of_America"",16]],[[15916,19782,""Bank_of_America"",13]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
478,Bank of America has centers.,Supported,478,Bank of America has centers.,Supported,"Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .","[""Bank of America provides its products and services through 4,600 retail financial centers , approximately 15,900 automated teller machines , call centers , and online and mobile banking platforms .""]","[""Bank_of_America""]",1,fever_set_3eee1ca506e4,"[[[15916,19781,""Bank_of_America"",16]],[[15916,19782,""Bank_of_America"",13]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
519,The Hundred Years' War includes the Civil War.,Supported,519,The Hundred Years' War includes the Civil War.,Supported,"Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .","[""Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .""]","[""Hundred_Years'_War""]",1,fever_set_d328ee78517f,"[[[15962,19843,""Hundred_Years'_War"",22]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
519,The Hundred Years' War includes the Civil War.,Supported,519,The Hundred Years' War includes the Civil War.,Supported,"Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .","[""Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .""]","[""Hundred_Years'_War""]",1,fever_set_d328ee78517f,"[[[15962,19843,""Hundred_Years'_War"",22]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
519,The Hundred Years' War includes the Civil War.,Supported,519,The Hundred Years' War includes the Civil War.,Supported,"Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .","[""Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .""]","[""Hundred_Years'_War""]",1,fever_set_d328ee78517f,"[[[15962,19843,""Hundred_Years'_War"",22]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
519,The Hundred Years' War includes the Civil War.,Supported,519,The Hundred Years' War includes the Civil War.,Supported,"Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .","[""Local conflicts in neighbouring areas , which were contemporarily related to the war , including the War of the Breton Succession -LRB- 1341 -- 1364 -RRB- , the Castilian Civil War -LRB- 1366 -- 1369 -RRB- , the War of the Two Peters -LRB- 1356 -- 1375 -RRB- in Aragon , and the 1383 -- 85 Crisis in Portugal , were availed by the parties to advance their agendas .""]","[""Hundred_Years'_War""]",1,fever_set_d328ee78517f,"[[[15962,19843,""Hundred_Years'_War"",22]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
357,Ashley Graham was on a magazine cover in 2017.,Supported,357,Ashley Graham was on a magazine cover in 2017.,Supported,"In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .","[""In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .""]","[""Ashley_Graham_-LRB-model-RRB-""]",1,fever_set_f2298b60548e,"[[[15761,19618,""Ashley_Graham_-LRB-model-RRB-"",6]]]",gpt-5.4,claim_only,Supported,Yes,,
357,Ashley Graham was on a magazine cover in 2017.,Supported,357,Ashley Graham was on a magazine cover in 2017.,Supported,"In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .","[""In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .""]","[""Ashley_Graham_-LRB-model-RRB-""]",1,fever_set_f2298b60548e,"[[[15761,19618,""Ashley_Graham_-LRB-model-RRB-"",6]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
357,Ashley Graham was on a magazine cover in 2017.,Supported,357,Ashley Graham was on a magazine cover in 2017.,Supported,"In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .","[""In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .""]","[""Ashley_Graham_-LRB-model-RRB-""]",1,fever_set_f2298b60548e,"[[[15761,19618,""Ashley_Graham_-LRB-model-RRB-"",6]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
357,Ashley Graham was on a magazine cover in 2017.,Supported,357,Ashley Graham was on a magazine cover in 2017.,Supported,"In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .","[""In 2017 , Graham became the first plus-size model to appear on the covers of British and American Vogue .""]","[""Ashley_Graham_-LRB-model-RRB-""]",1,fever_set_f2298b60548e,"[[[15761,19618,""Ashley_Graham_-LRB-model-RRB-"",6]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
640,Goldie Hawn had a career that lasted more than three decades.,Supported,640,Goldie Hawn had a career that lasted more than three decades.,Supported,"Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .","[""Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .""]","[""Goldie_Hawn""]",1,fever_set_8acb3b28feed,"[[[18639,22863,""Goldie_Hawn"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
640,Goldie Hawn had a career that lasted more than three decades.,Supported,640,Goldie Hawn had a career that lasted more than three decades.,Supported,"Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .","[""Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .""]","[""Goldie_Hawn""]",1,fever_set_8acb3b28feed,"[[[18639,22863,""Goldie_Hawn"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
