claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
10650,Rehab is Amy Winehouse's signature song.,Supported,10650,Rehab is Amy Winehouse's signature song.,Supported,"`` Rehab '' has become a critical and commercial success internationally , and has been referred to as Winehouse 's `` signature song '' .","[[[21375,26267,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[23013,28357,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[24145,29873,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]],[[301572,292680,""Rehab_-LRB-Amy_Winehouse_song-RRB-"",5]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
2374,Anthony Scaramucci is not a political figure.,Refuted,2374,Anthony Scaramucci is not a political figure.,Refuted,"Anthony Scaramucci -LRB- born January 6 , 1964 -RRB- is an American entrepreneur , financier , political figure , and author .","[[[18190,22345,""Anthony_Scaramucci"",0]],[[18190,22346,""Anthony_Scaramucci"",3]]]",gpt-5.4,claim_only,Refuted,Yes,,
2374,Anthony Scaramucci is not a political figure.,Refuted,2374,Anthony Scaramucci is not a political figure.,Refuted,"Anthony Scaramucci -LRB- born January 6 , 1964 -RRB- is an American entrepreneur , financier , political figure , and author .","[[[18190,22345,""Anthony_Scaramucci"",0]],[[18190,22346,""Anthony_Scaramucci"",3]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
2374,Anthony Scaramucci is not a political figure.,Refuted,2374,Anthony Scaramucci is not a political figure.,Refuted,"Anthony Scaramucci -LRB- born January 6 , 1964 -RRB- is an American entrepreneur , financier , political figure , and author .","[[[18190,22345,""Anthony_Scaramucci"",0]],[[18190,22346,""Anthony_Scaramucci"",3]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
2374,Anthony Scaramucci is not a political figure.,Refuted,2374,Anthony Scaramucci is not a political figure.,Refuted,"Anthony Scaramucci -LRB- born January 6 , 1964 -RRB- is an American entrepreneur , financier , political figure , and author .","[[[18190,22345,""Anthony_Scaramucci"",0]],[[18190,22346,""Anthony_Scaramucci"",3]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7105,Zac Efron is Somali.,Refuted,7105,Zac Efron is Somali.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[24019,29727,""Zac_Efron"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
7105,Zac Efron is Somali.,Refuted,7105,Zac Efron is Somali.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[24019,29727,""Zac_Efron"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
7105,Zac Efron is Somali.,Refuted,7105,Zac Efron is Somali.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[24019,29727,""Zac_Efron"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
7105,Zac Efron is Somali.,Refuted,7105,Zac Efron is Somali.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[24019,29727,""Zac_Efron"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
8504,Jenna Jameson has been photographed.,Supported,8504,Jenna Jameson has been photographed.,Supported,"Advertisements for her site and films , often bearing her picture , have towered on a 48-foot-tall billboard in New York City 's Times Square .","[[[13805,17291,""Jenna_Jameson"",12]]]",gpt-5.4,claim_only,Supported,Yes,,
8504,Jenna Jameson has been photographed.,Supported,8504,Jenna Jameson has been photographed.,Supported,"Advertisements for her site and films , often bearing her picture , have towered on a 48-foot-tall billboard in New York City 's Times Square .","[[[13805,17291,""Jenna_Jameson"",12]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
8504,Jenna Jameson has been photographed.,Supported,8504,Jenna Jameson has been photographed.,Supported,"Advertisements for her site and films , often bearing her picture , have towered on a 48-foot-tall billboard in New York City 's Times Square .","[[[13805,17291,""Jenna_Jameson"",12]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
8504,Jenna Jameson has been photographed.,Supported,8504,Jenna Jameson has been photographed.,Supported,"Advertisements for her site and films , often bearing her picture , have towered on a 48-foot-tall billboard in New York City 's Times Square .","[[[13805,17291,""Jenna_Jameson"",12]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
1666,Ed Wood is about the eponymous filmmaker.,Supported,1666,Ed Wood is about the eponymous filmmaker.,Supported,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton , and starring Johnny Depp as cult filmmaker Ed Wood .","[[[17401,21530,""Ed_Wood_-LRB-film-RRB-"",0]],[[17401,21531,""Ed_Wood_-LRB-film-RRB-"",1]]]",gpt-5.4,claim_only,Supported,Yes,,
1666,Ed Wood is about the eponymous filmmaker.,Supported,1666,Ed Wood is about the eponymous filmmaker.,Supported,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton , and starring Johnny Depp as cult filmmaker Ed Wood .","[[[17401,21530,""Ed_Wood_-LRB-film-RRB-"",0]],[[17401,21531,""Ed_Wood_-LRB-film-RRB-"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
1666,Ed Wood is about the eponymous filmmaker.,Supported,1666,Ed Wood is about the eponymous filmmaker.,Supported,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton , and starring Johnny Depp as cult filmmaker Ed Wood .","[[[17401,21530,""Ed_Wood_-LRB-film-RRB-"",0]],[[17401,21531,""Ed_Wood_-LRB-film-RRB-"",1]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
1666,Ed Wood is about the eponymous filmmaker.,Supported,1666,Ed Wood is about the eponymous filmmaker.,Supported,"Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton , and starring Johnny Depp as cult filmmaker Ed Wood .","[[[17401,21530,""Ed_Wood_-LRB-film-RRB-"",0]],[[17401,21531,""Ed_Wood_-LRB-film-RRB-"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,"Keener also appeared in the films Into the Wild -LRB- 2007 -RRB- , Synecdoche , New York -LRB- 2008 -RRB- , and Get Out -LRB- 2017 -RRB- , which were well received by critics .","[[[16723,20722,""Catherine_Keener"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,"Keener also appeared in the films Into the Wild -LRB- 2007 -RRB- , Synecdoche , New York -LRB- 2008 -RRB- , and Get Out -LRB- 2017 -RRB- , which were well received by critics .","[[[16723,20722,""Catherine_Keener"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,"Keener also appeared in the films Into the Wild -LRB- 2007 -RRB- , Synecdoche , New York -LRB- 2008 -RRB- , and Get Out -LRB- 2017 -RRB- , which were well received by critics .","[[[16723,20722,""Catherine_Keener"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,1139,"Catherine Keener appeared in Synecdoche, New York.",Supported,"Keener also appeared in the films Into the Wild -LRB- 2007 -RRB- , Synecdoche , New York -LRB- 2008 -RRB- , and Get Out -LRB- 2017 -RRB- , which were well received by critics .","[[[16723,20722,""Catherine_Keener"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
2447,Colin Kaepernick is a football player.,Supported,2447,Colin Kaepernick is a football player.,Supported,"Colin Rand Kaepernick -LRB- -LSB- ` kæpərnɪk -RSB- ; born November 3 , 1987 -RRB- is an American football quarterback who is currently a free agent .","[[[18261,22425,""Colin_Kaepernick"",0]],[[18261,22426,""Colin_Kaepernick"",2]],[[18261,22427,""Colin_Kaepernick"",1]],[[18261,22428,""Colin_Kaepernick"",5]]]",gpt-5.4,claim_only,Supported,Yes,,
2447,Colin Kaepernick is a football player.,Supported,2447,Colin Kaepernick is a football player.,Supported,"Colin Rand Kaepernick -LRB- -LSB- ` kæpərnɪk -RSB- ; born November 3 , 1987 -RRB- is an American football quarterback who is currently a free agent .","[[[18261,22425,""Colin_Kaepernick"",0]],[[18261,22426,""Colin_Kaepernick"",2]],[[18261,22427,""Colin_Kaepernick"",1]],[[18261,22428,""Colin_Kaepernick"",5]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
2447,Colin Kaepernick is a football player.,Supported,2447,Colin Kaepernick is a football player.,Supported,"Colin Rand Kaepernick -LRB- -LSB- ` kæpərnɪk -RSB- ; born November 3 , 1987 -RRB- is an American football quarterback who is currently a free agent .","[[[18261,22425,""Colin_Kaepernick"",0]],[[18261,22426,""Colin_Kaepernick"",2]],[[18261,22427,""Colin_Kaepernick"",1]],[[18261,22428,""Colin_Kaepernick"",5]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
2447,Colin Kaepernick is a football player.,Supported,2447,Colin Kaepernick is a football player.,Supported,"Colin Rand Kaepernick -LRB- -LSB- ` kæpərnɪk -RSB- ; born November 3 , 1987 -RRB- is an American football quarterback who is currently a free agent .","[[[18261,22425,""Colin_Kaepernick"",0]],[[18261,22426,""Colin_Kaepernick"",2]],[[18261,22427,""Colin_Kaepernick"",1]],[[18261,22428,""Colin_Kaepernick"",5]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
10118,Barbarella is a film from 1968.,Supported,10118,Barbarella is a film from 1968.,Supported,Barbarella is a 1968 science fiction film directed by Roger Vadim based on the French comic Barbarella .,"[[[25041,30917,""Barbarella_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
10118,Barbarella is a film from 1968.,Supported,10118,Barbarella is a film from 1968.,Supported,Barbarella is a 1968 science fiction film directed by Roger Vadim based on the French comic Barbarella .,"[[[25041,30917,""Barbarella_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
10118,Barbarella is a film from 1968.,Supported,10118,Barbarella is a film from 1968.,Supported,Barbarella is a 1968 science fiction film directed by Roger Vadim based on the French comic Barbarella .,"[[[25041,30917,""Barbarella_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
10118,Barbarella is a film from 1968.,Supported,10118,Barbarella is a film from 1968.,Supported,Barbarella is a 1968 science fiction film directed by Roger Vadim based on the French comic Barbarella .,"[[[25041,30917,""Barbarella_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,"The film was the second to win all five major Academy Awards -LRB- Best Picture , Actor in Lead Role , Actress in Lead Role , Director , and Screenplay -RRB- following It Happened One Night in 1934 , an accomplishment not repeated until 1991 by The Silence of the Lambs .","[[[22333,27524,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",gpt-5.4,claim_only,Supported,Yes,,
5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,"The film was the second to win all five major Academy Awards -LRB- Best Picture , Actor in Lead Role , Actress in Lead Role , Director , and Screenplay -RRB- following It Happened One Night in 1934 , an accomplishment not repeated until 1991 by The Silence of the Lambs .","[[[22333,27524,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,"The film was the second to win all five major Academy Awards -LRB- Best Picture , Actor in Lead Role , Actress in Lead Role , Director , and Screenplay -RRB- following It Happened One Night in 1934 , an accomplishment not repeated until 1991 by The Silence of the Lambs .","[[[22333,27524,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,"The film was the second to win all five major Academy Awards -LRB- Best Picture , Actor in Lead Role , Actress in Lead Role , Director , and Screenplay -RRB- following It Happened One Night in 1934 , an accomplishment not repeated until 1991 by The Silence of the Lambs .","[[[22333,27524,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,Hermit crabs are decapod crustaceans of the superfamily Paguroidea .,"[[[11787,14784,""Hermit_crab"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,Hermit crabs are decapod crustaceans of the superfamily Paguroidea .,"[[[11787,14784,""Hermit_crab"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,Hermit crabs are decapod crustaceans of the superfamily Paguroidea .,"[[[11787,14784,""Hermit_crab"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,Hermit crabs are decapod crustaceans of the superfamily Paguroidea .,"[[[11787,14784,""Hermit_crab"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
4251,Solanum contains the leopards.,Refuted,4251,Solanum contains the leopards.,Refuted,"It also contains the nightshades and horse nettles , as well as numerous plants cultivated for their ornamental flowers and fruit .","[[[20512,25145,""Solanum"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
4251,Solanum contains the leopards.,Refuted,4251,Solanum contains the leopards.,Refuted,"It also contains the nightshades and horse nettles , as well as numerous plants cultivated for their ornamental flowers and fruit .","[[[20512,25145,""Solanum"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
4251,Solanum contains the leopards.,Refuted,4251,Solanum contains the leopards.,Refuted,"It also contains the nightshades and horse nettles , as well as numerous plants cultivated for their ornamental flowers and fruit .","[[[20512,25145,""Solanum"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
4251,Solanum contains the leopards.,Refuted,4251,Solanum contains the leopards.,Refuted,"It also contains the nightshades and horse nettles , as well as numerous plants cultivated for their ornamental flowers and fruit .","[[[20512,25145,""Solanum"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
9833,The State of Palestine claims East Lebanon.,Refuted,9833,The State of Palestine claims East Lebanon.,Refuted,The State of Palestine claims the West Bank -LRB- bordering Israel and Jordan -RRB- and Gaza Strip -LRB- bordering Israel and Egypt -RRB- with East Jerusalem as the designated capital .,"[[[24681,30473,""State_of_Palestine"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
9833,The State of Palestine claims East Lebanon.,Refuted,9833,The State of Palestine claims East Lebanon.,Refuted,The State of Palestine claims the West Bank -LRB- bordering Israel and Jordan -RRB- and Gaza Strip -LRB- bordering Israel and Egypt -RRB- with East Jerusalem as the designated capital .,"[[[24681,30473,""State_of_Palestine"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
9833,The State of Palestine claims East Lebanon.,Refuted,9833,The State of Palestine claims East Lebanon.,Refuted,The State of Palestine claims the West Bank -LRB- bordering Israel and Jordan -RRB- and Gaza Strip -LRB- bordering Israel and Egypt -RRB- with East Jerusalem as the designated capital .,"[[[24681,30473,""State_of_Palestine"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
9833,The State of Palestine claims East Lebanon.,Refuted,9833,The State of Palestine claims East Lebanon.,Refuted,The State of Palestine claims the West Bank -LRB- bordering Israel and Jordan -RRB- and Gaza Strip -LRB- bordering Israel and Egypt -RRB- with East Jerusalem as the designated capital .,"[[[24681,30473,""State_of_Palestine"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
4350,Kendall Jenner is a model.,Supported,4350,Kendall Jenner is a model.,Supported,"Kendall Nicole Jenner -LRB- born November 3 , 1995 -RRB- is an American fashion model and television personality .","[[[20619,25251,""Kendall_Jenner"",0]],[[20619,25252,""Kendall_Jenner"",1]],[[20619,25253,""Kendall_Jenner"",6]]]",gpt-5.4,claim_only,Supported,Yes,,
4350,Kendall Jenner is a model.,Supported,4350,Kendall Jenner is a model.,Supported,"Kendall Nicole Jenner -LRB- born November 3 , 1995 -RRB- is an American fashion model and television personality .","[[[20619,25251,""Kendall_Jenner"",0]],[[20619,25252,""Kendall_Jenner"",1]],[[20619,25253,""Kendall_Jenner"",6]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
4350,Kendall Jenner is a model.,Supported,4350,Kendall Jenner is a model.,Supported,"Kendall Nicole Jenner -LRB- born November 3 , 1995 -RRB- is an American fashion model and television personality .","[[[20619,25251,""Kendall_Jenner"",0]],[[20619,25252,""Kendall_Jenner"",1]],[[20619,25253,""Kendall_Jenner"",6]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
4350,Kendall Jenner is a model.,Supported,4350,Kendall Jenner is a model.,Supported,"Kendall Nicole Jenner -LRB- born November 3 , 1995 -RRB- is an American fashion model and television personality .","[[[20619,25251,""Kendall_Jenner"",0]],[[20619,25252,""Kendall_Jenner"",1]],[[20619,25253,""Kendall_Jenner"",6]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .","[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",gpt-5.4,claim_only,Refuted,Yes,,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .","[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .","[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .","[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,"Bassett began her film career in the mid-1980s , after earning a bachelor of arts degree from Yale University and a master of fine arts degree from drama school .","[[[23022,28365,""Angela_Bassett"",6]]]",gpt-5.4,claim_only,Supported,Yes,,
6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,"Bassett began her film career in the mid-1980s , after earning a bachelor of arts degree from Yale University and a master of fine arts degree from drama school .","[[[23022,28365,""Angela_Bassett"",6]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,"Bassett began her film career in the mid-1980s , after earning a bachelor of arts degree from Yale University and a master of fine arts degree from drama school .","[[[23022,28365,""Angela_Bassett"",6]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,"Bassett began her film career in the mid-1980s , after earning a bachelor of arts degree from Yale University and a master of fine arts degree from drama school .","[[[23022,28365,""Angela_Bassett"",6]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[20325,24887,""Zac_Efron"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[20325,24887,""Zac_Efron"",0]]]",gpt-5.4,claim_plus_evidence,Supported,No,refuted_to_supported,
4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[20325,24887,""Zac_Efron"",0]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,"Zachary David Alexander Efron -LRB- born October 18 , 1987 -RRB- is an American actor and singer .","[[[20325,24887,""Zac_Efron"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,No,refuted_to_supported,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4,claim_only,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
