claim_id,claim,true_label,predicted_label,model,gold_evidence,raw_model_output,taxonomy_label,taxonomy_notes
37773,Daag stars in Jayasudha.,Supported,Refuted,gpt-5.4-mini,"The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .",,,
111938,There are 30 knockouts part of the career boxing record of Floyd Mayweather Jr.,Supported,Refuted,gpt-5.4,He finished his career with a record of 26 wins without a loss or draw in world title fights -LRB- 10 by KO -RRB- ; 23 wins -LRB- 9 KOs -RRB- in lineal title fights ; 24 wins -LRB- 7 KOs -RRB- against former or current world titlists ; 12 wins -LRB- 3 KOs -RRB- against former or current lineal champions ; and 2 wins -LRB- 1 KO -RRB- against International Boxing Hall of Fame inductees .,,,
111938,There are 30 knockouts part of the career boxing record of Floyd Mayweather Jr.,Supported,Refuted,gpt-5.4-mini,He finished his career with a record of 26 wins without a loss or draw in world title fights -LRB- 10 by KO -RRB- ; 23 wins -LRB- 9 KOs -RRB- in lineal title fights ; 24 wins -LRB- 7 KOs -RRB- against former or current world titlists ; 12 wins -LRB- 3 KOs -RRB- against former or current lineal champions ; and 2 wins -LRB- 1 KO -RRB- against International Boxing Hall of Fame inductees .,,,
139661,Colombiana was produced by Luc Besson in 2001.,Supported,Refuted,gpt-5.4,Colombiana is a 2011 French action film co-written and produced by Luc Besson and directed by Olivier Megaton .,,,
139661,Colombiana was produced by Luc Besson in 2001.,Supported,Refuted,gpt-5.4-mini,Colombiana is a 2011 French action film co-written and produced by Luc Besson and directed by Olivier Megaton .,,,
6275,Recovery is an album focusing on themes of isolation and addiction.,Refuted,Supported,gpt-5.4-mini,"Recovery featured more introspective and emotional content than its predecessor and the theme of the album revolved around his positive changes , anxiety , and emotional drives .",,,
127402,Mandy Moore is a writer.,Supported,Refuted,gpt-5.4-mini,"Amanda Leigh Moore -LRB- born April 10 , 1984 -RRB- is an American singer-songwriter and actress .",,,
14800,Benjamin Franklin was a spokesman.,Supported,Refuted,gpt-5.4,"Franklin was a renowned polymath and a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , civic activist , statesman , and diplomat .",,,
14800,Benjamin Franklin was a spokesman.,Supported,Refuted,gpt-5.4-mini,"Franklin was a renowned polymath and a leading author , printer , political theorist , politician , freemason , postmaster , scientist , inventor , civic activist , statesman , and diplomat .",,,
185412,CHiPs is based on a popular TV series written by Rick Rosner.,Refuted,Supported,gpt-5.4,"CHiPs is a 2017 American action comedy buddy cop film written and directed by Dax Shepard , based on the 1977 -- 1983 television series of the same name created by Rick Rosner .",,,
185412,CHiPs is based on a popular TV series written by Rick Rosner.,Refuted,Supported,gpt-5.4-mini,"CHiPs is a 2017 American action comedy buddy cop film written and directed by Dax Shepard , based on the 1977 -- 1983 television series of the same name created by Rick Rosner .",,,
145491,George III of the United Kingdom had experiences.,Refuted,Supported,gpt-5.4,"In the later part of his life , George III had recurrent , and eventually permanent , mental illness .",,,
145491,George III of the United Kingdom had experiences.,Refuted,Supported,gpt-5.4-mini,"In the later part of his life , George III had recurrent , and eventually permanent , mental illness .",,,
142728,Personality is a unit of individual differences.,Refuted,Supported,gpt-5.4-mini,"Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .",,,
197641,The University of Leicester contributed to the identification of the money of King Richard III.,Refuted,Supported,gpt-5.4-mini,The university is most famous for the invention of genetic fingerprinting and contributing to the discovery and identification of the remains of King Richard III .,,,
369,The State of Palestine claims a territory in Western Asia.,Refuted,Supported,gpt-5.4,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .",,,
369,The State of Palestine claims a territory in Western Asia.,Refuted,Supported,gpt-5.4-mini,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .",,,
87383,George III of the United Kingdom did not experience the defeat of France.,Supported,Refuted,gpt-5.4,"Early in his reign , Great Britain defeated France in the Seven Years ' War , becoming the dominant European power in North America and India .",,,
60612,The Mighty Ducks was produced by a subsidiary of Walt Disney Studios.,Supported,Refuted,gpt-5.4,"It was produced by The Kerner Entertainment Company and Avnet -- Kerner Productions and distributed by Walt Disney Pictures . Walt Disney Pictures , Inc. is an American film production company and a subsidiary of Walt Disney Studios , owned by The Walt Disney Company .",,,
193860,Barry Van Dyke is an actor and the son of a doctor.,Supported,Refuted,gpt-5.4,"He was best known to audiences as Lieutenant Detective Steve Sloan , a homicide detective and the son of Dr. Mark Sloan -LRB- played by Dick Van Dyke -RRB- on Diagnosis : Murder .",,,
193860,Barry Van Dyke is an actor and the son of a doctor.,Supported,Refuted,gpt-5.4-mini,"He was best known to audiences as Lieutenant Detective Steve Sloan , a homicide detective and the son of Dr. Mark Sloan -LRB- played by Dick Van Dyke -RRB- on Diagnosis : Murder .",,,
199815,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama.",Supported,Refuted,gpt-5.4,"`` Sweet Home Alabama '' is a song by Southern rock band Lynyrd Skynyrd that first appeared in 1974 on their second album , Second Helping .",,,
199815,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama.",Supported,Refuted,gpt-5.4-mini,"`` Sweet Home Alabama '' is a song by Southern rock band Lynyrd Skynyrd that first appeared in 1974 on their second album , Second Helping .",,,
204307,The Latvian Soviet Socialist Republic is also known as Soviet Latvia since 2016.,Refuted,Supported,gpt-5.4-mini,"The Latvian Soviet Socialist Republic -LRB- Latvian SSR ; Latvijas Padomju Sociālistiskā Republika Латвийская Советская Социалистическая Республика , Latviyskaya Sovetskaya Sotsialisticheskaya Respublika -RRB- , also known as Soviet Latvia or Latvia , was a republic of the Soviet Union . Latvia -LRB- -LSB- ˈlætviə -RSB- Latvija -LSB- ˈlatvija -RSB- -RRB- , officially the Republic of Latvia -LRB- -LSB- Latvijas Republika , links = no -RSB- -RRB- , is a country in the Baltic region of Northern Europe , one of the three Baltic states .",,,
119205,The Maze Runner had a budget of $34 million for cast and crew.,Supported,Refuted,gpt-5.4,"The film earned over $ 348 million worldwide at the box-office , against its budget of $ 34 million .",,,
40748,Samsung entered the electronics industry in the late 20th century.,Supported,Refuted,gpt-5.4,Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth .,,,
204572,Commodore is ranked halfway between a navy captain and a rear admiral.,Refuted,Supported,gpt-5.4,"Commodore is a naval rank used in many navies that is superior to a navy captain , but below a rear admiral .",,,
204572,Commodore is ranked halfway between a navy captain and a rear admiral.,Refuted,Supported,gpt-5.4-mini,"Commodore is a naval rank used in many navies that is superior to a navy captain , but below a rear admiral .",,,
162662,Norman Bates was published by Robert Bloch.,Supported,Refuted,gpt-5.4,"Norman Bates is a fictional character created by Robert Bloch as the main antagonist in his 1959 novel Psycho , and portrayed by Anthony Perkins in the 1960 film of the same name directed by Alfred Hitchcock and its sequels , and by Freddie Highmore in the television series Bates Motel .",,,
162662,Norman Bates was published by Robert Bloch.,Supported,Refuted,gpt-5.4-mini,"Norman Bates is a fictional character created by Robert Bloch as the main antagonist in his 1959 novel Psycho , and portrayed by Anthony Perkins in the 1960 film of the same name directed by Alfred Hitchcock and its sequels , and by Freddie Highmore in the television series Bates Motel .",,,
32891,Advertising is used to sell an ideology.,Refuted,Supported,gpt-5.4,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .",,,
32891,Advertising is used to sell an ideology.,Refuted,Supported,gpt-5.4-mini,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .",,,
182917,The cinematography of Far from the Madding Crowd was by an English film critic.,Refuted,Supported,gpt-5.4-mini,The cinematography was by Nicolas Roeg and the soundtrack was by Richard Rodney Bennett . Nicolas Jack Roeg -LRB- -LSB- ˈroʊɡ -RSB- born 15 August 1928 -RRB- is an English film director and cinematographer .,,,
54932,Stanley Williams was an inmate in California.,Refuted,Supported,gpt-5.4,Williams was the second inmate in California to be executed in 2005 .,,,
54932,Stanley Williams was an inmate in California.,Refuted,Supported,gpt-5.4-mini,Williams was the second inmate in California to be executed in 2005 .,,,
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,Refuted,gpt-5.4,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,,,
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,Supported,Refuted,gpt-5.4-mini,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,,,
91498,Tiber Oil Field is a landlocked oil field.,Supported,Refuted,gpt-5.4,The Tiber Oil Field is a deepwater offshore oil field located in the Keathley Canyon block 102 of the United States sector of the Gulf of Mexico .,,,
91498,Tiber Oil Field is a landlocked oil field.,Supported,Refuted,gpt-5.4-mini,The Tiber Oil Field is a deepwater offshore oil field located in the Keathley Canyon block 102 of the United States sector of the Gulf of Mexico .,,,
92949,Bruce Shand's last names are Middleton Hope.,Refuted,Supported,gpt-5.4-mini,Major Bruce Middleton Hope Shand MC and bar -LRB- 22 January 1917 -- 11 June 2006 -RRB- was an officer in the British Army .,,,
210206,GLOW (TV series) is incapable of being released.,Supported,Refuted,gpt-5.4,"The first season will be released on Netflix on June 23 , 2017 .",,,
210206,GLOW (TV series) is incapable of being released.,Supported,Refuted,gpt-5.4-mini,"The first season will be released on Netflix on June 23 , 2017 .",,,
9235,Wilhelmina Slater is portrayed in a period romance television series.,Supported,Refuted,gpt-5.4,"Wilhelmina Vivian Slater -LRB- born Wanda Slater -RRB- is a fictional character in the American dramedy series Ugly Betty . Ugly Betty is an American comedy-drama television series developed by Silvio Horta , which was originally broadcast on ABC between 2006 and 2010 .",,,
9235,Wilhelmina Slater is portrayed in a period romance television series.,Supported,Refuted,gpt-5.4-mini,"Wilhelmina Vivian Slater -LRB- born Wanda Slater -RRB- is a fictional character in the American dramedy series Ugly Betty . Ugly Betty is an American comedy-drama television series developed by Silvio Horta , which was originally broadcast on ABC between 2006 and 2010 .",,,
173930,Journalist Lynn Barber created An Education.,Supported,Refuted,gpt-5.4,An Education is a 2009 coming-of-age drama film based on a memoir of the same name by British journalist Lynn Barber .,,,
63201,Mary of Teck was never queen mother.,Refuted,Supported,gpt-5.4,"After George 's death in 1936 , she became queen mother when her eldest son , Edward , ascended the throne , but to her dismay , he abdicated later the same year in order to marry twice-divorced American socialite Wallis Simpson .",,,
4100,Sonny & Cher began in the mid-1930's.,Supported,Refuted,gpt-5.4,The couple started their career in the mid-1960s as R&B backing singers for record producer Phil Spector .,,,
4100,Sonny & Cher began in the mid-1930's.,Supported,Refuted,gpt-5.4-mini,The couple started their career in the mid-1960s as R&B backing singers for record producer Phil Spector .,,,
207260,The rate of endometrial cancer has gone up in a number of countries.,Refuted,Supported,gpt-5.4,Rates of endometrial cancer have risen in a number of countries between the 1980s and 2010 .,,,
207260,The rate of endometrial cancer has gone up in a number of countries.,Refuted,Supported,gpt-5.4-mini,Rates of endometrial cancer have risen in a number of countries between the 1980s and 2010 .,,,
113712,Saw II was released in a format.,Supported,Refuted,gpt-5.4,"Saw II was released on October 28 , 2005 and , despite mixed reviews from critics , was a financial success , with opening takings of $ 31.9 million and grossing $ 88 million in the United States and Canada .",,,
113712,Saw II was released in a format.,Supported,Refuted,gpt-5.4-mini,"Saw II was released on October 28 , 2005 and , despite mixed reviews from critics , was a financial success , with opening takings of $ 31.9 million and grossing $ 88 million in the United States and Canada .",,,
186323,One novel is the basis for The Hunchback of Notre Dame.,Supported,Refuted,gpt-5.4-mini,"The film is based on Victor Hugo 's 1831 novel of the same name , and is notable for the grand sets that recall 15th century Paris as well as for Chaney 's performance and make-up as the tortured hunchback Quasimodo .",,,
190089,Howard impersonated James Rhodes.,Supported,Refuted,gpt-5.4,Howard played James Rhodes in Iron Man and reprised the role in the video game adaptation .,,,
29594,The Mormon population has been growing rapidly due to high birth and conversion pizzas.,Refuted,Supported,gpt-5.4,"Due to their high birth and conversion rates , the Mormon population has grown significantly in recent decades .",,,
29594,The Mormon population has been growing rapidly due to high birth and conversion pizzas.,Refuted,Supported,gpt-5.4-mini,"Due to their high birth and conversion rates , the Mormon population has grown significantly in recent decades .",,,
101212,Aarhus is the ball of Aarhus municipality.,Refuted,Supported,gpt-5.4-mini,Aarhus -LRB- -LSB- ˈɒːhuːˀs -RSB- ; officially spelled Århus from 1948 until 31 December 2010 -RRB- is the second-largest city in Denmark and the seat of Aarhus municipality .,,,
87838,The PRC has more members in China than the ROC.,Supported,Refuted,gpt-5.4,"The Communist Party established the People 's Republic of China in Beijing on 1 October 1949 , while the ROC government relocated to Taiwan with its present de facto temporary capital in Taipei .",,,
87838,The PRC has more members in China than the ROC.,Supported,Refuted,gpt-5.4-mini,"The Communist Party established the People 's Republic of China in Beijing on 1 October 1949 , while the ROC government relocated to Taiwan with its present de facto temporary capital in Taipei .",,,
73443,Heavy Metal music was developed in the United Kingdom.,Refuted,Supported,gpt-5.4,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .",,,
73443,Heavy Metal music was developed in the United Kingdom.,Refuted,Supported,gpt-5.4-mini,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .",,,
172713,Northwestern University is the only private university of the Big Ten Conference since 1968.,Refuted,Supported,gpt-5.4,"Northwestern is a founding member of the Big Ten Conference and remains the only private university in the conference . The Big Ten Conference was established in 1895 when Purdue University president James H. Smart and representatives from the University of Chicago , University of Illinois , University of Michigan , University of Minnesota , Northwestern University , and University of Wisconsin gathered at Chicago 's Palmer House Hotel to set policies aimed at regulating intercollegiate athletics .",,,
172713,Northwestern University is the only private university of the Big Ten Conference since 1968.,Refuted,Supported,gpt-5.4-mini,"Northwestern is a founding member of the Big Ten Conference and remains the only private university in the conference . The Big Ten Conference was established in 1895 when Purdue University president James H. Smart and representatives from the University of Chicago , University of Illinois , University of Michigan , University of Minnesota , Northwestern University , and University of Wisconsin gathered at Chicago 's Palmer House Hotel to set policies aimed at regulating intercollegiate athletics .",,,
205129,"In 85 BC, Gaius Julius Caesar died.",Supported,Refuted,gpt-5.4-mini,"Gaius Julius Caesar -LRB- ca. 130 BC -- 85 BC -RRB- was a Roman senator , a supporter of his brother-in-law , Gaius Marius , and the father of Gaius Julius Caesar , the dictator .",,,
206038,The Office (US) ran for seasons.,Supported,Refuted,gpt-5.4,"The Office is an American television comedy series that aired on NBC from March 24 , 2005 to May 16 , 2013 .",,,
115386,Motion is good for heart health.,Supported,Refuted,gpt-5.4,"The heart receives blood low in oxygen from the systemic circulation , which enters the right atrium from the superior and inferior venae cavae and passes to the right ventricle .",,,
115386,Motion is good for heart health.,Supported,Refuted,gpt-5.4-mini,"The heart receives blood low in oxygen from the systemic circulation , which enters the right atrium from the superior and inferior venae cavae and passes to the right ventricle .",,,
48484,Aristotle spent almost 40 years at the Academy.,Refuted,Supported,gpt-5.4-mini,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven -LRB- c. 347 BC -RRB- .",,,
80417,Birthday Song's (2 Chainz song) producer was Kanye West.,Refuted,Supported,gpt-5.4,"The song , which features fellow American rapper Kanye West , was produced by Sonny Digital , West , BWheezy , Anthony Kilhoffer , Lifted and Mike Dean .",,,
80417,Birthday Song's (2 Chainz song) producer was Kanye West.,Refuted,Supported,gpt-5.4-mini,"The song , which features fellow American rapper Kanye West , was produced by Sonny Digital , West , BWheezy , Anthony Kilhoffer , Lifted and Mike Dean .",,,
214258,DJ Quik's maiden name is David Marvin Blake.,Refuted,Supported,gpt-5.4-mini,"David Marvin Blake -LRB- born January 18 , 1970 -RRB- , better known by his stage name DJ Quik , is an American hip hop recording artist , DJ and record producer .",,,
8870,"Pharmacology deals with the research, discovery, and characterization of turnips which show biological effects.",Supported,Refuted,gpt-5.4,"Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .",,,
8870,"Pharmacology deals with the research, discovery, and characterization of turnips which show biological effects.",Supported,Refuted,gpt-5.4-mini,"Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .",,,
119878,I Kissed a Girl is part of Katy Perry's second studio sandwich.,Refuted,Supported,gpt-5.4-mini,"`` I Kissed a Girl '' is a song recorded by American singer Katy Perry for her second studio album , One of the Boys -LRB- 2008 -RRB- .",,,
192975,Roland Emmerich is a closeted gay.,Refuted,Supported,gpt-5.4-mini,"He is a collector of art and an active campaigner for the LGBT community , and is openly gay .",,,
32672,Mohra got nine nominations from a newspaper in 1995.,Supported,Refuted,gpt-5.4-mini,"The film got nine Filmfare nominations in 1995 . Filmfare is an English-language , tabloid-sized magazine about Hindi-language cinema , popularly known as Bollywood .",,,
59355,Margaret Thatcher implemented windows that have come to be known as Thatcherism.,Refuted,Supported,gpt-5.4-mini,"As Prime Minister , she implemented policies that have come to be known as Thatcherism .",,,
1076,James Jones missed the finals once.,Supported,Refuted,gpt-5.4,"Jones has never been on an NBA team with a losing record and has only missed the playoffs once -- with the Trail Blazers in 2007 -- 08 . The National Basketball Association -LRB- NBA -RRB- playoffs are a best-of-seven elimination tournament among 16 teams in the Eastern Conference and Western Conference -LRB- called divisions , pre-1970 -RRB- , ultimately deciding the league 's season champion in the NBA Finals .",,,
28447,The Tenth Doctor makes his penultimate appearance in Journey's End.,Refuted,Supported,gpt-5.4,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .",,,
28447,The Tenth Doctor makes his penultimate appearance in Journey's End.,Refuted,Supported,gpt-5.4-mini,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .",,,
83803,Aphrodite is dating the god of blacksmiths.,Refuted,Supported,gpt-5.4,"In Greek myth , the other gods feared that Aphrodite 's beauty might lead to conflict and war , through rivalry for her favours ; so Zeus married her off to Hephaestus .",,,
83803,Aphrodite is dating the god of blacksmiths.,Refuted,Supported,gpt-5.4-mini,"In Greek myth , the other gods feared that Aphrodite 's beauty might lead to conflict and war , through rivalry for her favours ; so Zeus married her off to Hephaestus .",,,
199746,Tijuana is in Mexico.,Refuted,Supported,gpt-5.4-mini,"Tijuana -LRB- -LSB- tiːˈwɑːnə -RSB- ; -LSB- tiˈxwana -RSB- -RRB- is the largest city in Baja California and on the Baja California Peninsula and center of the Tijuana metropolitan area , part of the international San Diego -- Tijuana metropolitan area .",,,
70574,Bonobos live south of the statue.,Refuted,Supported,gpt-5.4-mini,"Bonobos live south of the river , and thereby were separated from the ancestors of the common chimpanzee , which live north of the river .",,,
185220,Home for the Holidays stars the grandchild of Charlie Chaplin,Refuted,Supported,gpt-5.4-mini,"The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn . Geraldine Leigh Chaplin -LRB- born July 31 , 1944 -RRB- is a prolific actress of English , French , and Spanish language films , the fourth child of Charlie Chaplin , the first of eight with fourth wife Oona O'Neill .",,,
196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,Refuted,gpt-5.4,"Hamm has received 16 Primetime Emmy Award nominations for his performances in Mad Men , 30 Rock -LRB- 2006 -- 2013 -RRB- , and Unbreakable Kimmy Schmidt -LRB- 2015 -- present -RRB- .",,,
196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,Refuted,gpt-5.4-mini,"Hamm has received 16 Primetime Emmy Award nominations for his performances in Mad Men , 30 Rock -LRB- 2006 -- 2013 -RRB- , and Unbreakable Kimmy Schmidt -LRB- 2015 -- present -RRB- .",,,
173933,An Education is a drama commercial.,Refuted,Supported,gpt-5.4-mini,An Education is a 2009 coming-of-age drama film based on a memoir of the same name by British journalist Lynn Barber .,,,
124819,Jack Dylan Grazer's grandparents are Angela Lafever and Gavin Grazer.,Refuted,Supported,gpt-5.4-mini,"Jack Dylan Grazer -LRB- born September 3 , 2003 -RRB- is an American child actor and was born in Los Angeles , California to parents Angela Lafever and Gavin Grazer .",,,
95358,"Pharmacology deals with the development, discovery, and characterization of chemicals which show biological effects.",Supported,Refuted,gpt-5.4,"Pharmacology , a biomedical science , deals with the research , discovery , and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals .",,,
53266,Yvonne Strahovski is the actress's real name.,Refuted,Supported,gpt-5.4-mini,"Yvonne Jaqueline Strzechowski -LRB- born 30 July 1982 -RRB- , known professionally as Yvonne Strahovski -LRB- -LSB- strəˈhɒvski -RSB- -RRB- , is an Australian actress .",,,
79461,Olympic medals displayed the Parthenon from 1928 to 2004.,Refuted,Supported,gpt-5.4-mini,"A standard obverse -LRB- front -RRB- design of the medals for the Summer Olympic Games began in 1928 and remained for many years , until its replacement at the 2004 Games as the result of controversy surrounding the use of the Roman Colosseum rather than a building representing the Games ' Greek roots .",,,
145470,Cars 3 isn't the third Cars movie Brian Fee has worked on.,Refuted,Supported,gpt-5.4-mini,"It is being directed by Brian Fee , a storyboard artist on Cars -LRB- 2006 -RRB- and Cars 2 -LRB- 2011 -RRB- .",,,
93331,Benjamin Franklin earned a title.,Supported,Refuted,gpt-5.4,He organized and was the first secretary of the American Philosophical Society and was elected president in 1769 .,,,
108753,Scaramouche is a translation.,Refuted,Supported,gpt-5.4,"Scaramuccia -LRB- literally `` little skirmisher '' -RRB- , also known as Scaramouche or Scaramouch , is a stock clown character of the Italian commedia dell ` arte .",,,
108753,Scaramouche is a translation.,Refuted,Supported,gpt-5.4-mini,"Scaramuccia -LRB- literally `` little skirmisher '' -RRB- , also known as Scaramouche or Scaramouch , is a stock clown character of the Italian commedia dell ` arte .",,,
31868,Roberto Orci wrote.,Supported,Refuted,gpt-5.4-mini,"Roberto Gaston Orci -LRB- born July 20 , 1973 -RRB- is a Mexican-American film and television screenwriter and producer .",,,
117369,A River Runs Through It is a single picture.,Refuted,Supported,gpt-5.4,"A River Runs Through It is a 1992 American period coming-of-age drama film directed by Robert Redford and starring Craig Sheffer , Brad Pitt , Tom Skerritt , Brenda Blethyn , and Emily Lloyd .",,,
50537,Mount Rushmore was built by Gutzon Borglum and his nephew Lincoln Borglum.,Refuted,Supported,gpt-5.4-mini,"Sculptor Gutzon Borglum created the sculpture 's design and oversaw the project 's execution from 1927-1941 with the help of his son , Lincoln Borglum .",,,
12820,Internet access requires the use of hardware like computers.,Supported,Refuted,gpt-5.4-mini,"Internet access is ability of individuals and organizations to connect to the Internet using computer terminals , computers , mobile devices ; and to access services such as email and the World Wide Web .",,,
98866,Georgians barely arose from the ancient Iberian civilizations.,Refuted,Supported,gpt-5.4-mini,Georgians arose from the ancient Colchian and Iberian civilizations .,,,
29338,DNA is a collection of songs.,Supported,Refuted,gpt-5.4,DNA is the debut studio album by British girl group Little Mix .,,,
29338,DNA is a collection of songs.,Supported,Refuted,gpt-5.4-mini,DNA is the debut studio album by British girl group Little Mix .,,,
175874,Chris Mullin played with a professional baseball team.,Supported,Refuted,gpt-5.4,"Thereafter , Mullin played with the Indiana Pacers from 1997 until the 1999 -- 2000 season . The Indiana Pacers are an American professional basketball team based in Indianapolis .",,,
175874,Chris Mullin played with a professional baseball team.,Supported,Refuted,gpt-5.4-mini,"Thereafter , Mullin played with the Indiana Pacers from 1997 until the 1999 -- 2000 season . The Indiana Pacers are an American professional basketball team based in Indianapolis .",,,
193883,Bea Arthur was renamed Bernice Frankel.,Refuted,Supported,gpt-5.4,"Bea Arthur -LRB- born Bernice Frankel ; May 13 , 1922 -- April 25 , 2009 -RRB- was an American actress , comedian , singer , and animal rights activist .",,,
193883,Bea Arthur was renamed Bernice Frankel.,Refuted,Supported,gpt-5.4-mini,"Bea Arthur -LRB- born Bernice Frankel ; May 13 , 1922 -- April 25 , 2009 -RRB- was an American actress , comedian , singer , and animal rights activist .",,,
106030,2.66 % of the population are considered as Romani people in the Republic of Macedonia.,Supported,Refuted,gpt-5.4,"Altogether , 2.85 % Romani and Egyptians have been registered in Macedonia .",,,
106030,2.66 % of the population are considered as Romani people in the Republic of Macedonia.,Supported,Refuted,gpt-5.4-mini,"Altogether , 2.85 % Romani and Egyptians have been registered in Macedonia .",,,
93350,Harvard University is not a research university.,Supported,Refuted,gpt-5.4,"Harvard University is a private Ivy League research university in Cambridge , Massachusetts , established in 1636 , whose history , influence , and wealth have made it one of the world 's most prestigious universities .",,,
93350,Harvard University is not a research university.,Supported,Refuted,gpt-5.4-mini,"Harvard University is a private Ivy League research university in Cambridge , Massachusetts , established in 1636 , whose history , influence , and wealth have made it one of the world 's most prestigious universities .",,,
70412,Blue Jasmine has Cate Blanchett directing it.,Supported,Refuted,gpt-5.4,The film tells the story of a rich Manhattan socialite -LRB- played by Cate Blanchett -RRB- who falls on hard times and has to move into her working class sister 's -LRB- Sally Hawkins -RRB- apartment in San Francisco .,,,
70412,Blue Jasmine has Cate Blanchett directing it.,Supported,Refuted,gpt-5.4-mini,The film tells the story of a rich Manhattan socialite -LRB- played by Cate Blanchett -RRB- who falls on hard times and has to move into her working class sister 's -LRB- Sally Hawkins -RRB- apartment in San Francisco .,,,
140359,The Bee Gees were producers of music.,Supported,Refuted,gpt-5.4,were a pop music group formed in 1958 .,,,
168999,Manmohan Singh was a prime minister after the first Prime Minister of India.,Refuted,Supported,gpt-5.4,"The first Sikh in office , Singh was also the first prime minister since Jawaharlal Nehru to be re-elected after completing a full five-year term .",,,
168999,Manmohan Singh was a prime minister after the first Prime Minister of India.,Refuted,Supported,gpt-5.4-mini,"The first Sikh in office , Singh was also the first prime minister since Jawaharlal Nehru to be re-elected after completing a full five-year term .",,,
53421,Papua comprised all of a country.,Supported,Refuted,gpt-5.4,"Papua is the largest and easternmost province of Indonesia , comprising most of western New Guinea . Western New Guinea , also known as Papua -LRB- formerly Irian Jaya -RRB- , is the Indonesian part of the island of New Guinea -LRB- also known as Papua -RRB- , lying to the west of the nation of Papua New Guinea .",,,
53421,Papua comprised all of a country.,Supported,Refuted,gpt-5.4-mini,"Papua is the largest and easternmost province of Indonesia , comprising most of western New Guinea . Western New Guinea , also known as Papua -LRB- formerly Irian Jaya -RRB- , is the Indonesian part of the island of New Guinea -LRB- also known as Papua -RRB- , lying to the west of the nation of Papua New Guinea .",,,
36171,Southern Hospitality fell to number 23 on the Top 40.,Refuted,Supported,gpt-5.4-mini,"The song debuted at # 86 on the Billboard Hot 100 on January 20 , 2001 , reached the Top 40 at # 38 on February 10 , 2001 , and peaked at # 23 on March 24 .",,,
22639,Mellila is a city in the country of Spain.,Refuted,Supported,gpt-5.4,"Melilla -LRB- -LSB- məˈliːjə -RSB- ; -LSB- meˈliʎa -RSB- , -LSB- meˈliʝa -RSB- ; Mřič -LSB- , Maliliyyah -RRB- is a Spanish autonomous city located on the north coast of Africa , sharing a border with Morocco with an area of 12.3 km2 .",,,
