example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
71853,L.A. Reid has served as the president of a record label.,Supported,"He has served as the chairman and CEO of Epic Records , a division of Sony Music Entertainment , the president and CEO of Arista Records , and the chairman and CEO of the Island Def Jam Music Group .","[[[88547,101161,""L.A._Reid"",1],[88547,101161,""Arista_Records"",1]]]",GPT-4.1,claim_plus_evidence,,,,
71853,L.A. Reid has served as the president of a record label.,Supported,"He has served as the chairman and CEO of Epic Records , a division of Sony Music Entertainment , the president and CEO of Arista Records , and the chairman and CEO of the Island Def Jam Music Group .","[[[88547,101161,""L.A._Reid"",1],[88547,101161,""Arista_Records"",1]]]",GPT-4.1 mini,claim_only,,,,
71853,L.A. Reid has served as the president of a record label.,Supported,"He has served as the chairman and CEO of Epic Records , a division of Sony Music Entertainment , the president and CEO of Arista Records , and the chairman and CEO of the Island Def Jam Music Group .","[[[88547,101161,""L.A._Reid"",1],[88547,101161,""Arista_Records"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
185193,Home for the Holidays stars an American actress.,Supported,"The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn .","[[[215802,222580,""Home_for_the_Holidays_-LRB-1995_film-RRB-"",5],[215802,222580,""Holly_Hunter"",0]]]",GPT-4.1,claim_only,,,,
185193,Home for the Holidays stars an American actress.,Supported,"The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn .","[[[215802,222580,""Home_for_the_Holidays_-LRB-1995_film-RRB-"",5],[215802,222580,""Holly_Hunter"",0]]]",GPT-4.1,claim_plus_evidence,,,,
185193,Home for the Holidays stars an American actress.,Supported,"The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn .","[[[215802,222580,""Home_for_the_Holidays_-LRB-1995_film-RRB-"",5],[215802,222580,""Holly_Hunter"",0]]]",GPT-4.1 mini,claim_only,,,,
185193,Home for the Holidays stars an American actress.,Supported,"The film stars Holly Hunter , Robert Downey Jr. , Anne Bancroft , Charles Durning , Dylan McDermott , Geraldine Chaplin , Steve Guttenberg , Cynthia Stevenson , Claire Danes , Austin Pendleton and David Strathairn .","[[[215802,222580,""Home_for_the_Holidays_-LRB-1995_film-RRB-"",5],[215802,222580,""Holly_Hunter"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
39437,Taran Killam is an American writer.,Supported,"Taran Hourie Killam -LRB- born April 1 , 1982 -RRB- is an American actor , comedian , and writer .","[[[55738,65784,""Taran_Killam"",0]]]",GPT-4.1,claim_only,,,,
39437,Taran Killam is an American writer.,Supported,"Taran Hourie Killam -LRB- born April 1 , 1982 -RRB- is an American actor , comedian , and writer .","[[[55738,65784,""Taran_Killam"",0]]]",GPT-4.1,claim_plus_evidence,,,,
39437,Taran Killam is an American writer.,Supported,"Taran Hourie Killam -LRB- born April 1 , 1982 -RRB- is an American actor , comedian , and writer .","[[[55738,65784,""Taran_Killam"",0]]]",GPT-4.1 mini,claim_only,,,,
39437,Taran Killam is an American writer.,Supported,"Taran Hourie Killam -LRB- born April 1 , 1982 -RRB- is an American actor , comedian , and writer .","[[[55738,65784,""Taran_Killam"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
159944,Christa McAuliffe taught social studies at Concord High School.,Supported,She took a teaching position as a social studies teacher at Concord High School in New Hampshire in 1983 .,"[[[184391,196288,""Christa_McAuliffe"",4]]]",GPT-4.1,claim_only,,,,
159944,Christa McAuliffe taught social studies at Concord High School.,Supported,She took a teaching position as a social studies teacher at Concord High School in New Hampshire in 1983 .,"[[[184391,196288,""Christa_McAuliffe"",4]]]",GPT-4.1,claim_plus_evidence,,,,
159944,Christa McAuliffe taught social studies at Concord High School.,Supported,She took a teaching position as a social studies teacher at Concord High School in New Hampshire in 1983 .,"[[[184391,196288,""Christa_McAuliffe"",4]]]",GPT-4.1 mini,claim_only,,,,
159944,Christa McAuliffe taught social studies at Concord High School.,Supported,She took a teaching position as a social studies teacher at Concord High School in New Hampshire in 1983 .,"[[[184391,196288,""Christa_McAuliffe"",4]]]",GPT-4.1 mini,claim_plus_evidence,,,,
26300,Heavy Metal music was developed in the early 1970's.,Supported,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .","[[[42349,50953,""Heavy_metal_music"",0]]]",GPT-4.1,claim_only,,,,
26300,Heavy Metal music was developed in the early 1970's.,Supported,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .","[[[42349,50953,""Heavy_metal_music"",0]]]",GPT-4.1,claim_plus_evidence,,,,
26300,Heavy Metal music was developed in the early 1970's.,Supported,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .","[[[42349,50953,""Heavy_metal_music"",0]]]",GPT-4.1 mini,claim_only,,,,
26300,Heavy Metal music was developed in the early 1970's.,Supported,"Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .","[[[42349,50953,""Heavy_metal_music"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
186996,Bermuda Triangle is also known by another name.,Supported,"The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances .","[[[218184,224536,""Bermuda_Triangle"",0]]]",GPT-4.1,claim_only,,,,
186996,Bermuda Triangle is also known by another name.,Supported,"The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances .","[[[218184,224536,""Bermuda_Triangle"",0]]]",GPT-4.1,claim_plus_evidence,,,,
186996,Bermuda Triangle is also known by another name.,Supported,"The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances .","[[[218184,224536,""Bermuda_Triangle"",0]]]",GPT-4.1 mini,claim_only,,,,
186996,Bermuda Triangle is also known by another name.,Supported,"The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances .","[[[218184,224536,""Bermuda_Triangle"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
145446,Topman has clothing outlets in six Irish cities and towns.,Supported,"A part of the Arcadia Group , which also owns Burton , Miss Selfridge , Wallis , Evans and Dorothy Perkins , Topman has a chain of high-street men 's clothing stores located throughout the United Kingdom and has a presence on just about every UK High Street , and in Ireland main street outlets in six cities and towns .","[[[168755,182455,""Topman"",1]]]",GPT-4.1,claim_only,,,,
145446,Topman has clothing outlets in six Irish cities and towns.,Supported,"A part of the Arcadia Group , which also owns Burton , Miss Selfridge , Wallis , Evans and Dorothy Perkins , Topman has a chain of high-street men 's clothing stores located throughout the United Kingdom and has a presence on just about every UK High Street , and in Ireland main street outlets in six cities and towns .","[[[168755,182455,""Topman"",1]]]",GPT-4.1,claim_plus_evidence,,,,
145446,Topman has clothing outlets in six Irish cities and towns.,Supported,"A part of the Arcadia Group , which also owns Burton , Miss Selfridge , Wallis , Evans and Dorothy Perkins , Topman has a chain of high-street men 's clothing stores located throughout the United Kingdom and has a presence on just about every UK High Street , and in Ireland main street outlets in six cities and towns .","[[[168755,182455,""Topman"",1]]]",GPT-4.1 mini,claim_only,,,,
145446,Topman has clothing outlets in six Irish cities and towns.,Supported,"A part of the Arcadia Group , which also owns Burton , Miss Selfridge , Wallis , Evans and Dorothy Perkins , Topman has a chain of high-street men 's clothing stores located throughout the United Kingdom and has a presence on just about every UK High Street , and in Ireland main street outlets in six cities and towns .","[[[168755,182455,""Topman"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
68084,Wales' population changed.,Supported,"At the dawn of the Industrial Revolution , development of the mining and metallurgical industries transformed the country from an agricultural society into an industrial nation ; the South Wales Coalfield 's exploitation caused a rapid expansion of Wales ' population .","[[[84694,96909,""Wales"",16]]]",GPT-4.1,claim_only,,,,
68084,Wales' population changed.,Supported,"At the dawn of the Industrial Revolution , development of the mining and metallurgical industries transformed the country from an agricultural society into an industrial nation ; the South Wales Coalfield 's exploitation caused a rapid expansion of Wales ' population .","[[[84694,96909,""Wales"",16]]]",GPT-4.1,claim_plus_evidence,,,,
68084,Wales' population changed.,Supported,"At the dawn of the Industrial Revolution , development of the mining and metallurgical industries transformed the country from an agricultural society into an industrial nation ; the South Wales Coalfield 's exploitation caused a rapid expansion of Wales ' population .","[[[84694,96909,""Wales"",16]]]",GPT-4.1 mini,claim_only,,,,
68084,Wales' population changed.,Supported,"At the dawn of the Industrial Revolution , development of the mining and metallurgical industries transformed the country from an agricultural society into an industrial nation ; the South Wales Coalfield 's exploitation caused a rapid expansion of Wales ' population .","[[[84694,96909,""Wales"",16]]]",GPT-4.1 mini,claim_plus_evidence,,,,
194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",GPT-4.1,claim_only,,,,
194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",GPT-4.1,claim_plus_evidence,,,,
194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",GPT-4.1 mini,claim_only,,,,
194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
223343,2015 was the year when the principal photography of The Disaster Aritst (film) started.,Supported,"Principal photography of the film began on December 8 , 2015 .","[[[266026,263129,""The_Disaster_Artist_-LRB-film-RRB-"",5]]]",GPT-4.1,claim_only,,,,
223343,2015 was the year when the principal photography of The Disaster Aritst (film) started.,Supported,"Principal photography of the film began on December 8 , 2015 .","[[[266026,263129,""The_Disaster_Artist_-LRB-film-RRB-"",5]]]",GPT-4.1,claim_plus_evidence,,,,
223343,2015 was the year when the principal photography of The Disaster Aritst (film) started.,Supported,"Principal photography of the film began on December 8 , 2015 .","[[[266026,263129,""The_Disaster_Artist_-LRB-film-RRB-"",5]]]",GPT-4.1 mini,claim_only,,,,
223343,2015 was the year when the principal photography of The Disaster Aritst (film) started.,Supported,"Principal photography of the film began on December 8 , 2015 .","[[[266026,263129,""The_Disaster_Artist_-LRB-film-RRB-"",5]]]",GPT-4.1 mini,claim_plus_evidence,,,,
186590,In 1971 Asylum Records the American record label was founded by David Geffen and his partner Elliot Roberts.,Supported,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,"[[[217668,224160,""Asylum_Records"",0]]]",GPT-4.1,claim_only,,,,
186590,In 1971 Asylum Records the American record label was founded by David Geffen and his partner Elliot Roberts.,Supported,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,"[[[217668,224160,""Asylum_Records"",0]]]",GPT-4.1,claim_plus_evidence,,,,
186590,In 1971 Asylum Records the American record label was founded by David Geffen and his partner Elliot Roberts.,Supported,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,"[[[217668,224160,""Asylum_Records"",0]]]",GPT-4.1 mini,claim_only,,,,
186590,In 1971 Asylum Records the American record label was founded by David Geffen and his partner Elliot Roberts.,Supported,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,"[[[217668,224160,""Asylum_Records"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
60685,Trollhunters was produced by an animation company.,Supported,Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .,"[[[77131,88550,""Trollhunters"",0]]]",GPT-4.1,claim_only,,,,
60685,Trollhunters was produced by an animation company.,Supported,Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .,"[[[77131,88550,""Trollhunters"",0]]]",GPT-4.1,claim_plus_evidence,,,,
60685,Trollhunters was produced by an animation company.,Supported,Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .,"[[[77131,88550,""Trollhunters"",0]]]",GPT-4.1 mini,claim_only,,,,
60685,Trollhunters was produced by an animation company.,Supported,Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .,"[[[77131,88550,""Trollhunters"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
38125,The Armenian Genocide was the killing of Armenians who were mostly Ottoman natives.,Supported,"The Armenian Genocide -LRB- Հայոց ցեղասպանություն , Hayots tseghaspanutyun -RRB- , also known as the Armenian Holocaust , was the Ottoman government 's systematic extermination of 1.5 million Armenians , mostly Ottoman citizens within the Ottoman Empire and its successor state , the Republic of Turkey .","[[[54306,64302,""Armenian_Genocide"",0]]]",GPT-4.1,claim_only,,,,
38125,The Armenian Genocide was the killing of Armenians who were mostly Ottoman natives.,Supported,"The Armenian Genocide -LRB- Հայոց ցեղասպանություն , Hayots tseghaspanutyun -RRB- , also known as the Armenian Holocaust , was the Ottoman government 's systematic extermination of 1.5 million Armenians , mostly Ottoman citizens within the Ottoman Empire and its successor state , the Republic of Turkey .","[[[54306,64302,""Armenian_Genocide"",0]]]",GPT-4.1,claim_plus_evidence,,,,
38125,The Armenian Genocide was the killing of Armenians who were mostly Ottoman natives.,Supported,"The Armenian Genocide -LRB- Հայոց ցեղասպանություն , Hayots tseghaspanutyun -RRB- , also known as the Armenian Holocaust , was the Ottoman government 's systematic extermination of 1.5 million Armenians , mostly Ottoman citizens within the Ottoman Empire and its successor state , the Republic of Turkey .","[[[54306,64302,""Armenian_Genocide"",0]]]",GPT-4.1 mini,claim_only,,,,
38125,The Armenian Genocide was the killing of Armenians who were mostly Ottoman natives.,Supported,"The Armenian Genocide -LRB- Հայոց ցեղասպանություն , Hayots tseghaspanutyun -RRB- , also known as the Armenian Holocaust , was the Ottoman government 's systematic extermination of 1.5 million Armenians , mostly Ottoman citizens within the Ottoman Empire and its successor state , the Republic of Turkey .","[[[54306,64302,""Armenian_Genocide"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
201095,There is a British actor name Marcus Bentley.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236629,239069,""Marcus_Bentley"",0]]]",GPT-4.1,claim_only,,,,
201095,There is a British actor name Marcus Bentley.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236629,239069,""Marcus_Bentley"",0]]]",GPT-4.1,claim_plus_evidence,,,,
201095,There is a British actor name Marcus Bentley.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236629,239069,""Marcus_Bentley"",0]]]",GPT-4.1 mini,claim_only,,,,
201095,There is a British actor name Marcus Bentley.,Supported,"Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist .","[[[236629,239069,""Marcus_Bentley"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
172771,The Beach's director was Danny Boyle.,Supported,"The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge .","[[[199493,209166,""The_Beach_-LRB-film-RRB-"",0]]]",GPT-4.1,claim_only,,,,
172771,The Beach's director was Danny Boyle.,Supported,"The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge .","[[[199493,209166,""The_Beach_-LRB-film-RRB-"",0]]]",GPT-4.1,claim_plus_evidence,,,,
172771,The Beach's director was Danny Boyle.,Supported,"The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge .","[[[199493,209166,""The_Beach_-LRB-film-RRB-"",0]]]",GPT-4.1 mini,claim_only,,,,
172771,The Beach's director was Danny Boyle.,Supported,"The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge .","[[[199493,209166,""The_Beach_-LRB-film-RRB-"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
128229,Advertising is an sound-based manner of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[[[150237,165164,""Advertising"",0]]]",GPT-4.1,claim_only,,,,
128229,Advertising is an sound-based manner of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[[[150237,165164,""Advertising"",0]]]",GPT-4.1,claim_plus_evidence,,,,
128229,Advertising is an sound-based manner of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[[[150237,165164,""Advertising"",0]]]",GPT-4.1 mini,claim_only,,,,
128229,Advertising is an sound-based manner of marketing communication.,Supported,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea .","[[[150237,165164,""Advertising"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
166848,Drake Bell put out an extended play in 2011.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194316,204706,""Drake_Bell"",18],[194316,204706,""A_Reminder"",0]]]",GPT-4.1,claim_only,,,,
166848,Drake Bell put out an extended play in 2011.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194316,204706,""Drake_Bell"",18],[194316,204706,""A_Reminder"",0]]]",GPT-4.1,claim_plus_evidence,,,,
166848,Drake Bell put out an extended play in 2011.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194316,204706,""Drake_Bell"",18],[194316,204706,""A_Reminder"",0]]]",GPT-4.1 mini,claim_only,,,,
166848,Drake Bell put out an extended play in 2011.,Supported,Bell released an EP in 2011 called A Reminder independently .,"[[[194316,204706,""Drake_Bell"",18],[194316,204706,""A_Reminder"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
63038,Caroline Kennedy is American.,Supported,"Caroline Bouvier Kennedy -LRB- born November 27 , 1957 -RRB- is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 .","[[[79457,91179,""Caroline_Kennedy"",0]]]",GPT-4.1,claim_only,,,,
63038,Caroline Kennedy is American.,Supported,"Caroline Bouvier Kennedy -LRB- born November 27 , 1957 -RRB- is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 .","[[[79457,91179,""Caroline_Kennedy"",0]]]",GPT-4.1,claim_plus_evidence,,,,
63038,Caroline Kennedy is American.,Supported,"Caroline Bouvier Kennedy -LRB- born November 27 , 1957 -RRB- is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 .","[[[79457,91179,""Caroline_Kennedy"",0]]]",GPT-4.1 mini,claim_only,,,,
63038,Caroline Kennedy is American.,Supported,"Caroline Bouvier Kennedy -LRB- born November 27 , 1957 -RRB- is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 .","[[[79457,91179,""Caroline_Kennedy"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
47911,The Mod Squad is a series that fits into the genre of crime drama.,Supported,The Mod Squad is an American crime drama series that ran on ABC from 1968 to 1973 .,"[[[64286,75032,""The_Mod_Squad"",0]]]",GPT-4.1,claim_only,,,,
47911,The Mod Squad is a series that fits into the genre of crime drama.,Supported,The Mod Squad is an American crime drama series that ran on ABC from 1968 to 1973 .,"[[[64286,75032,""The_Mod_Squad"",0]]]",GPT-4.1,claim_plus_evidence,,,,
47911,The Mod Squad is a series that fits into the genre of crime drama.,Supported,The Mod Squad is an American crime drama series that ran on ABC from 1968 to 1973 .,"[[[64286,75032,""The_Mod_Squad"",0]]]",GPT-4.1 mini,claim_only,,,,
47911,The Mod Squad is a series that fits into the genre of crime drama.,Supported,The Mod Squad is an American crime drama series that ran on ABC from 1968 to 1973 .,"[[[64286,75032,""The_Mod_Squad"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
130717,The Dark Tower is a fantasy film.,Supported,The Dark Tower is an upcoming American science fantasy western action horror film directed and co-written by Nikolaj Arcel .,"[[[152988,167749,""The_Dark_Tower_-LRB-2017_film-RRB-"",0]]]",GPT-4.1,claim_only,,,,
130717,The Dark Tower is a fantasy film.,Supported,The Dark Tower is an upcoming American science fantasy western action horror film directed and co-written by Nikolaj Arcel .,"[[[152988,167749,""The_Dark_Tower_-LRB-2017_film-RRB-"",0]]]",GPT-4.1,claim_plus_evidence,,,,
130717,The Dark Tower is a fantasy film.,Supported,The Dark Tower is an upcoming American science fantasy western action horror film directed and co-written by Nikolaj Arcel .,"[[[152988,167749,""The_Dark_Tower_-LRB-2017_film-RRB-"",0]]]",GPT-4.1 mini,claim_only,,,,
130717,The Dark Tower is a fantasy film.,Supported,The Dark Tower is an upcoming American science fantasy western action horror film directed and co-written by Nikolaj Arcel .,"[[[152988,167749,""The_Dark_Tower_-LRB-2017_film-RRB-"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
24684,Arizona is a state in the United States.,Supported,"Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- ˡaɺi ˡʃonak -RSB- -RRB- is a state in the southwestern region of the United States .","[[[40628,48858,""Arizona"",0]]]",GPT-4.1,claim_only,,,,
24684,Arizona is a state in the United States.,Supported,"Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- ˡaɺi ˡʃonak -RSB- -RRB- is a state in the southwestern region of the United States .","[[[40628,48858,""Arizona"",0]]]",GPT-4.1,claim_plus_evidence,,,,
24684,Arizona is a state in the United States.,Supported,"Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- ˡaɺi ˡʃonak -RSB- -RRB- is a state in the southwestern region of the United States .","[[[40628,48858,""Arizona"",0]]]",GPT-4.1 mini,claim_only,,,,
24684,Arizona is a state in the United States.,Supported,"Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- ˡaɺi ˡʃonak -RSB- -RRB- is a state in the southwestern region of the United States .","[[[40628,48858,""Arizona"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
170949,Smriti Mandhana is an Indian cricketer born in July.,Supported,Smriti Mandhana -LRB- born 18 July 1996 -RRB- is an Indian cricketer who plays for the Indian women 's cricket team .,"[[[197250,207330,""Smriti_Mandhana"",0]],[[197283,207360,""Smriti_Mandhana"",0]]]",GPT-4.1,claim_only,,,,
170949,Smriti Mandhana is an Indian cricketer born in July.,Supported,Smriti Mandhana -LRB- born 18 July 1996 -RRB- is an Indian cricketer who plays for the Indian women 's cricket team .,"[[[197250,207330,""Smriti_Mandhana"",0]],[[197283,207360,""Smriti_Mandhana"",0]]]",GPT-4.1,claim_plus_evidence,,,,
170949,Smriti Mandhana is an Indian cricketer born in July.,Supported,Smriti Mandhana -LRB- born 18 July 1996 -RRB- is an Indian cricketer who plays for the Indian women 's cricket team .,"[[[197250,207330,""Smriti_Mandhana"",0]],[[197283,207360,""Smriti_Mandhana"",0]]]",GPT-4.1 mini,claim_only,,,,
170949,Smriti Mandhana is an Indian cricketer born in July.,Supported,Smriti Mandhana -LRB- born 18 July 1996 -RRB- is an Indian cricketer who plays for the Indian women 's cricket team .,"[[[197250,207330,""Smriti_Mandhana"",0]],[[197283,207360,""Smriti_Mandhana"",0]]]",GPT-4.1 mini,claim_plus_evidence,,,,
44327,Emma Watson was born.,Supported,"Emma Charlotte Duerre Watson -LRB- born 15 April 1990 -RRB- is a French-British actress , model , and activist .","[[[60722,71207,""Emma_Watson"",0]],[[60722,71208,""Emma_Watson"",1]]]",GPT-4.1,claim_only,,,,
44327,Emma Watson was born.,Supported,"Emma Charlotte Duerre Watson -LRB- born 15 April 1990 -RRB- is a French-British actress , model , and activist .","[[[60722,71207,""Emma_Watson"",0]],[[60722,71208,""Emma_Watson"",1]]]",GPT-4.1,claim_plus_evidence,,,,
44327,Emma Watson was born.,Supported,"Emma Charlotte Duerre Watson -LRB- born 15 April 1990 -RRB- is a French-British actress , model , and activist .","[[[60722,71207,""Emma_Watson"",0]],[[60722,71208,""Emma_Watson"",1]]]",GPT-4.1 mini,claim_only,,,,
44327,Emma Watson was born.,Supported,"Emma Charlotte Duerre Watson -LRB- born 15 April 1990 -RRB- is a French-British actress , model , and activist .","[[[60722,71207,""Emma_Watson"",0]],[[60722,71208,""Emma_Watson"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
179042,Congressional Space Medal of Honor is the highest award given only to astronauts by NASA.,Supported,"To be awarded the Congressional Space Medal of Honor , an astronaut must perform feats of extraordinary accomplishment while participating in space flight under the authority of NASA .","[[[207706,215921,""Congressional_Space_Medal_of_Honor"",9],[207706,215921,""Congressional_Space_Medal_of_Honor"",1]]]",GPT-4.1,claim_only,,,,
179042,Congressional Space Medal of Honor is the highest award given only to astronauts by NASA.,Supported,"To be awarded the Congressional Space Medal of Honor , an astronaut must perform feats of extraordinary accomplishment while participating in space flight under the authority of NASA .","[[[207706,215921,""Congressional_Space_Medal_of_Honor"",9],[207706,215921,""Congressional_Space_Medal_of_Honor"",1]]]",GPT-4.1,claim_plus_evidence,,,,
179042,Congressional Space Medal of Honor is the highest award given only to astronauts by NASA.,Supported,"To be awarded the Congressional Space Medal of Honor , an astronaut must perform feats of extraordinary accomplishment while participating in space flight under the authority of NASA .","[[[207706,215921,""Congressional_Space_Medal_of_Honor"",9],[207706,215921,""Congressional_Space_Medal_of_Honor"",1]]]",GPT-4.1 mini,claim_only,,,,
179042,Congressional Space Medal of Honor is the highest award given only to astronauts by NASA.,Supported,"To be awarded the Congressional Space Medal of Honor , an astronaut must perform feats of extraordinary accomplishment while participating in space flight under the authority of NASA .","[[[207706,215921,""Congressional_Space_Medal_of_Honor"",9],[207706,215921,""Congressional_Space_Medal_of_Honor"",1]]]",GPT-4.1 mini,claim_plus_evidence,,,,
